_id,diagnosis_id,medication_id,created_at,updated_at
118,19,239,2011-04-21 20:46:17,2011-04-21 20:46:17
119,19,362,2011-04-21 20:46:17,2011-04-21 20:46:17
120,19,726,2011-04-21 20:46:17,2011-04-21 20:46:17
121,20,801,2011-04-21 20:46:18,2011-04-21 20:46:18
122,20,507,2011-04-21 20:46:18,2011-04-21 20:46:18
123,20,534,2011-04-21 20:46:18,2011-04-21 20:46:18
124,20,688,2011-04-21 20:46:18,2011-04-21 20:46:18
125,20,669,2011-04-21 20:46:18,2011-04-21 20:46:18
126,20,873,2011-04-21 20:46:18,2011-04-21 20:46:18
127,20,764,2011-04-21 20:46:18,2011-04-21 20:46:18
128,20,520,2011-04-21 20:46:18,2011-04-21 20:46:18
129,20,674,2011-04-21 20:46:18,2011-04-21 20:46:18
130,20,451,2011-04-21 20:46:18,2011-04-21 20:46:18
131,20,187,2011-04-21 20:46:18,2011-04-21 20:46:18
132,20,218,2011-04-21 20:46:18,2011-04-21 20:46:18
133,20,834,2011-04-21 20:46:18,2011-04-21 20:46:18
134,20,574,2011-04-21 20:46:18,2011-04-21 20:46:18
135,20,474,2011-04-21 20:46:18,2011-04-21 20:46:18
136,20,222,2011-04-21 20:46:18,2011-04-21 20:46:18
137,20,111,2011-04-21 20:46:18,2011-04-21 20:46:18
138,20,127,2011-04-21 20:46:18,2011-04-21 20:46:18
139,20,578,2011-04-21 20:46:18,2011-04-21 20:46:18
140,20,726,2011-04-21 20:46:18,2011-04-21 20:46:18
141,20,536,2011-04-21 20:46:18,2011-04-21 20:46:18
142,20,201,2011-04-21 20:46:18,2011-04-21 20:46:18
143,20,609,2011-04-21 20:46:18,2011-04-21 20:46:18
144,21,106,2011-04-21 20:46:18,2011-04-21 20:46:18
145,21,227,2011-04-21 20:46:18,2011-04-21 20:46:18
146,21,319,2011-04-21 20:46:18,2011-04-21 20:46:18
147,22,801,2011-04-21 20:46:19,2011-04-21 20:46:19
148,22,507,2011-04-21 20:46:19,2011-04-21 20:46:19
149,22,534,2011-04-21 20:46:19,2011-04-21 20:46:19
150,22,688,2011-04-21 20:46:19,2011-04-21 20:46:19
151,22,669,2011-04-21 20:46:19,2011-04-21 20:46:19
152,22,873,2011-04-21 20:46:19,2011-04-21 20:46:19
154,22,520,2011-04-21 20:46:19,2011-04-21 20:46:19
155,22,674,2011-04-21 20:46:19,2011-04-21 20:46:19
156,22,451,2011-04-21 20:46:19,2011-04-21 20:46:19
157,22,187,2011-04-21 20:46:19,2011-04-21 20:46:19
158,22,218,2011-04-21 20:46:19,2011-04-21 20:46:19
159,22,834,2011-04-21 20:46:19,2011-04-21 20:46:19
160,22,574,2011-04-21 20:46:19,2011-04-21 20:46:19
161,22,474,2011-04-21 20:46:19,2011-04-21 20:46:19
162,22,222,2011-04-21 20:46:19,2011-04-21 20:46:19
163,22,111,2011-04-21 20:46:19,2011-04-21 20:46:19
164,22,127,2011-04-21 20:46:19,2011-04-21 20:46:19
165,22,578,2011-04-21 20:46:19,2011-04-21 20:46:19
166,22,726,2011-04-21 20:46:19,2011-04-21 20:46:19
167,22,536,2011-04-21 20:46:19,2011-04-21 20:46:19
168,22,201,2011-04-21 20:46:20,2011-04-21 20:46:20
169,22,609,2011-04-21 20:46:20,2011-04-21 20:46:20
170,23,201,2011-04-21 20:46:20,2011-04-21 20:46:20
171,23,536,2011-04-21 20:46:20,2011-04-21 20:46:20
172,23,609,2011-04-21 20:46:20,2011-04-21 20:46:20
173,23,834,2011-04-21 20:46:20,2011-04-21 20:46:20
174,23,222,2011-04-21 20:46:20,2011-04-21 20:46:20
175,25,106,2011-04-21 20:46:20,2011-04-21 20:46:20
176,25,227,2011-04-21 20:46:20,2011-04-21 20:46:20
177,25,319,2011-04-21 20:46:20,2011-04-21 20:46:20
178,26,746,2011-04-21 20:46:20,2011-04-21 20:46:20
179,26,797,2011-04-21 20:46:20,2011-04-21 20:46:20
180,26,297,2011-04-21 20:46:20,2011-04-21 20:46:20
181,26,819,2011-04-21 20:46:20,2011-04-21 20:46:20
182,26,838,2011-04-21 20:46:20,2011-04-21 20:46:20
183,27,746,2011-04-21 20:46:20,2011-04-21 20:46:20
184,27,816,2011-04-21 20:46:20,2011-04-21 20:46:20
185,27,321,2011-04-21 20:46:20,2011-04-21 20:46:20
186,27,876,2011-04-21 20:46:20,2011-04-21 20:46:20
187,27,393,2011-04-21 20:46:20,2011-04-21 20:46:20
188,27,161,2011-04-21 20:46:20,2011-04-21 20:46:20
189,27,175,2011-04-21 20:46:20,2011-04-21 20:46:20
190,27,488,2011-04-21 20:46:20,2011-04-21 20:46:20
191,27,424,2011-04-21 20:46:20,2011-04-21 20:46:20
192,27,113,2011-04-21 20:46:20,2011-04-21 20:46:20
193,27,912,2011-04-21 20:46:20,2011-04-21 20:46:20
194,27,702,2011-04-21 20:46:21,2011-04-21 20:46:21
195,27,177,2011-04-21 20:46:21,2011-04-21 20:46:21
196,27,726,2011-04-21 20:46:21,2011-04-21 20:46:21
197,27,65,2011-04-21 20:46:21,2011-04-21 20:46:21
198,27,483,2011-04-21 20:46:21,2011-04-21 20:46:21
199,27,633,2011-04-21 20:46:21,2011-04-21 20:46:21
200,27,53,2011-04-21 20:46:21,2011-04-21 20:46:21
201,27,575,2011-04-21 20:46:21,2011-04-21 20:46:21
202,28,746,2011-04-21 20:46:21,2011-04-21 20:46:21
203,28,816,2011-04-21 20:46:21,2011-04-21 20:46:21
204,28,321,2011-04-21 20:46:21,2011-04-21 20:46:21
205,28,876,2011-04-21 20:46:21,2011-04-21 20:46:21
206,28,393,2011-04-21 20:46:21,2011-04-21 20:46:21
207,28,161,2011-04-21 20:46:21,2011-04-21 20:46:21
208,28,111,2011-04-21 20:46:21,2011-04-21 20:46:21
209,28,912,2011-04-21 20:46:22,2011-04-21 20:46:22
210,28,702,2011-04-21 20:46:22,2011-04-21 20:46:22
211,28,424,2011-04-21 20:46:22,2011-04-21 20:46:22
212,28,130,2011-04-21 20:46:22,2011-04-21 20:46:22
213,28,171,2011-04-21 20:46:22,2011-04-21 20:46:22
214,28,299,2011-04-21 20:46:22,2011-04-21 20:46:22
215,28,117,2011-04-21 20:46:22,2011-04-21 20:46:22
216,28,175,2011-04-21 20:46:22,2011-04-21 20:46:22
217,28,575,2011-04-21 20:46:22,2011-04-21 20:46:22
218,28,113,2011-04-21 20:46:22,2011-04-21 20:46:22
219,31,554,2011-04-21 20:46:22,2011-04-21 20:46:22
220,31,477,2011-04-21 20:46:22,2011-04-21 20:46:22
221,32,22,2011-04-21 20:46:22,2011-04-21 20:46:22
222,33,201,2011-04-21 20:46:22,2011-04-21 20:46:22
223,33,536,2011-04-21 20:46:22,2011-04-21 20:46:22
224,33,609,2011-04-21 20:46:22,2011-04-21 20:46:22
225,33,834,2011-04-21 20:46:22,2011-04-21 20:46:22
226,34,201,2011-04-21 20:46:22,2011-04-21 20:46:22
227,34,536,2011-04-21 20:46:22,2011-04-21 20:46:22
228,34,609,2011-04-21 20:46:22,2011-04-21 20:46:22
229,34,834,2011-04-21 20:46:22,2011-04-21 20:46:22
230,34,222,2011-04-21 20:46:22,2011-04-21 20:46:22
231,36,842,2011-04-21 20:46:23,2011-04-21 20:46:23
232,36,692,2011-04-21 20:46:23,2011-04-21 20:46:23
233,36,134,2011-04-21 20:46:23,2011-04-21 20:46:23
234,37,746,2011-04-21 20:46:23,2011-04-21 20:46:23
235,37,797,2011-04-21 20:46:23,2011-04-21 20:46:23
236,37,297,2011-04-21 20:46:23,2011-04-21 20:46:23
237,37,819,2011-04-21 20:46:23,2011-04-21 20:46:23
238,37,838,2011-04-21 20:46:23,2011-04-21 20:46:23
239,38,797,2011-04-21 20:46:23,2011-04-21 20:46:23
240,38,297,2011-04-21 20:46:23,2011-04-21 20:46:23
241,38,819,2011-04-21 20:46:23,2011-04-21 20:46:23
242,38,838,2011-04-21 20:46:23,2011-04-21 20:46:23
243,41,261,2011-04-21 20:46:23,2011-04-21 20:46:23
244,41,417,2011-04-21 20:46:23,2011-04-21 20:46:23
245,41,629,2011-04-21 20:46:23,2011-04-21 20:46:23
246,41,768,2011-04-21 20:46:23,2011-04-21 20:46:23
247,42,261,2011-04-21 20:46:24,2011-04-21 20:46:24
248,42,417,2011-04-21 20:46:24,2011-04-21 20:46:24
249,42,629,2011-04-21 20:46:24,2011-04-21 20:46:24
250,42,768,2011-04-21 20:46:24,2011-04-21 20:46:24
251,42,185,2011-04-21 20:46:24,2011-04-21 20:46:24
252,42,219,2011-04-21 20:46:24,2011-04-21 20:46:24
254,42,358,2011-04-21 20:46:24,2011-04-21 20:46:24
255,42,396,2011-04-21 20:46:24,2011-04-21 20:46:24
256,42,464,2011-04-21 20:46:24,2011-04-21 20:46:24
257,42,556,2011-04-21 20:46:24,2011-04-21 20:46:24
258,42,715,2011-04-21 20:46:24,2011-04-21 20:46:24
259,42,862,2011-04-21 20:46:24,2011-04-21 20:46:24
260,42,915,2011-04-21 20:46:24,2011-04-21 20:46:24
261,42,122,2011-04-21 20:46:24,2011-04-21 20:46:24
262,42,685,2011-04-21 20:46:24,2011-04-21 20:46:24
263,42,376,2011-04-21 20:46:24,2011-04-21 20:46:24
264,42,608,2011-04-21 20:46:24,2011-04-21 20:46:24
265,43,261,2011-04-21 20:46:24,2011-04-21 20:46:24
266,47,261,2011-04-21 20:46:24,2011-04-21 20:46:24
267,182,261,2011-04-21 20:46:24,2011-04-21 20:46:24
268,475,261,2011-04-21 20:46:24,2011-04-21 20:46:24
269,719,261,2011-04-21 20:46:24,2011-04-21 20:46:24
270,43,417,2011-04-21 20:46:24,2011-04-21 20:46:24
271,47,417,2011-04-21 20:46:24,2011-04-21 20:46:24
272,182,417,2011-04-21 20:46:24,2011-04-21 20:46:24
273,475,417,2011-04-21 20:46:24,2011-04-21 20:46:24
274,719,417,2011-04-21 20:46:24,2011-04-21 20:46:24
275,43,629,2011-04-21 20:46:24,2011-04-21 20:46:24
276,47,629,2011-04-21 20:46:24,2011-04-21 20:46:24
277,182,629,2011-04-21 20:46:24,2011-04-21 20:46:24
278,475,629,2011-04-21 20:46:24,2011-04-21 20:46:24
279,719,629,2011-04-21 20:46:24,2011-04-21 20:46:24
280,43,768,2011-04-21 20:46:24,2011-04-21 20:46:24
281,47,768,2011-04-21 20:46:24,2011-04-21 20:46:24
282,182,768,2011-04-21 20:46:24,2011-04-21 20:46:24
283,475,768,2011-04-21 20:46:24,2011-04-21 20:46:24
284,719,768,2011-04-21 20:46:24,2011-04-21 20:46:24
285,45,64,2011-04-21 20:46:25,2011-04-21 20:46:25
286,45,115,2011-04-21 20:46:25,2011-04-21 20:46:25
287,45,135,2011-04-21 20:46:25,2011-04-21 20:46:25
288,45,139,2011-04-21 20:46:25,2011-04-21 20:46:25
289,45,197,2011-04-21 20:46:25,2011-04-21 20:46:25
290,45,267,2011-04-21 20:46:25,2011-04-21 20:46:25
291,45,305,2011-04-21 20:46:25,2011-04-21 20:46:25
292,45,327,2011-04-21 20:46:25,2011-04-21 20:46:25
293,45,357,2011-04-21 20:46:25,2011-04-21 20:46:25
294,45,374,2011-04-21 20:46:25,2011-04-21 20:46:25
295,45,434,2011-04-21 20:46:25,2011-04-21 20:46:25
296,45,491,2011-04-21 20:46:25,2011-04-21 20:46:25
297,45,495,2011-04-21 20:46:25,2011-04-21 20:46:25
298,45,585,2011-04-21 20:46:25,2011-04-21 20:46:25
299,45,618,2011-04-21 20:46:25,2011-04-21 20:46:25
300,45,635,2011-04-21 20:46:25,2011-04-21 20:46:25
301,45,675,2011-04-21 20:46:25,2011-04-21 20:46:25
302,45,697,2011-04-21 20:46:25,2011-04-21 20:46:25
303,45,728,2011-04-21 20:46:25,2011-04-21 20:46:25
304,45,737,2011-04-21 20:46:25,2011-04-21 20:46:25
305,45,738,2011-04-21 20:46:25,2011-04-21 20:46:25
306,45,788,2011-04-21 20:46:25,2011-04-21 20:46:25
307,45,805,2011-04-21 20:46:25,2011-04-21 20:46:25
308,45,820,2011-04-21 20:46:25,2011-04-21 20:46:25
309,45,891,2011-04-21 20:46:25,2011-04-21 20:46:25
310,45,917,2011-04-21 20:46:25,2011-04-21 20:46:25
311,46,64,2011-04-21 20:46:25,2011-04-21 20:46:25
312,46,115,2011-04-21 20:46:25,2011-04-21 20:46:25
313,46,135,2011-04-21 20:46:25,2011-04-21 20:46:25
314,46,139,2011-04-21 20:46:25,2011-04-21 20:46:25
315,46,197,2011-04-21 20:46:25,2011-04-21 20:46:25
316,46,267,2011-04-21 20:46:25,2011-04-21 20:46:25
317,46,305,2011-04-21 20:46:25,2011-04-21 20:46:25
318,46,327,2011-04-21 20:46:25,2011-04-21 20:46:25
319,46,357,2011-04-21 20:46:25,2011-04-21 20:46:25
320,46,374,2011-04-21 20:46:25,2011-04-21 20:46:25
321,46,434,2011-04-21 20:46:25,2011-04-21 20:46:25
322,46,491,2011-04-21 20:46:25,2011-04-21 20:46:25
323,46,495,2011-04-21 20:46:25,2011-04-21 20:46:25
324,46,585,2011-04-21 20:46:25,2011-04-21 20:46:25
325,46,618,2011-04-21 20:46:25,2011-04-21 20:46:25
326,46,635,2011-04-21 20:46:25,2011-04-21 20:46:25
327,46,675,2011-04-21 20:46:25,2011-04-21 20:46:25
328,46,697,2011-04-21 20:46:25,2011-04-21 20:46:25
329,46,728,2011-04-21 20:46:25,2011-04-21 20:46:25
330,46,737,2011-04-21 20:46:25,2011-04-21 20:46:25
331,46,738,2011-04-21 20:46:25,2011-04-21 20:46:25
332,46,788,2011-04-21 20:46:25,2011-04-21 20:46:25
333,46,805,2011-04-21 20:46:25,2011-04-21 20:46:25
334,46,820,2011-04-21 20:46:25,2011-04-21 20:46:25
335,46,891,2011-04-21 20:46:25,2011-04-21 20:46:25
336,46,917,2011-04-21 20:46:25,2011-04-21 20:46:25
337,48,201,2011-04-21 20:46:26,2011-04-21 20:46:26
338,48,536,2011-04-21 20:46:26,2011-04-21 20:46:26
339,48,609,2011-04-21 20:46:26,2011-04-21 20:46:26
340,48,834,2011-04-21 20:46:26,2011-04-21 20:46:26
341,50,201,2011-04-21 20:46:26,2011-04-21 20:46:26
342,51,201,2011-04-21 20:46:26,2011-04-21 20:46:26
344,50,536,2011-04-21 20:46:26,2011-04-21 20:46:26
345,51,536,2011-04-21 20:46:26,2011-04-21 20:46:26
347,50,609,2011-04-21 20:46:26,2011-04-21 20:46:26
348,51,609,2011-04-21 20:46:26,2011-04-21 20:46:26
350,50,834,2011-04-21 20:46:26,2011-04-21 20:46:26
351,51,834,2011-04-21 20:46:26,2011-04-21 20:46:26
353,50,64,2011-04-21 20:46:26,2011-04-21 20:46:26
354,51,64,2011-04-21 20:46:26,2011-04-21 20:46:26
356,50,115,2011-04-21 20:46:26,2011-04-21 20:46:26
357,51,115,2011-04-21 20:46:27,2011-04-21 20:46:27
359,50,135,2011-04-21 20:46:27,2011-04-21 20:46:27
360,51,135,2011-04-21 20:46:27,2011-04-21 20:46:27
362,50,139,2011-04-21 20:46:27,2011-04-21 20:46:27
363,51,139,2011-04-21 20:46:27,2011-04-21 20:46:27
365,50,197,2011-04-21 20:46:27,2011-04-21 20:46:27
366,51,197,2011-04-21 20:46:27,2011-04-21 20:46:27
368,50,267,2011-04-21 20:46:27,2011-04-21 20:46:27
369,51,267,2011-04-21 20:46:27,2011-04-21 20:46:27
371,50,305,2011-04-21 20:46:27,2011-04-21 20:46:27
372,51,305,2011-04-21 20:46:27,2011-04-21 20:46:27
374,50,327,2011-04-21 20:46:27,2011-04-21 20:46:27
375,51,327,2011-04-21 20:46:27,2011-04-21 20:46:27
377,50,357,2011-04-21 20:46:27,2011-04-21 20:46:27
378,51,357,2011-04-21 20:46:27,2011-04-21 20:46:27
380,50,374,2011-04-21 20:46:27,2011-04-21 20:46:27
381,51,374,2011-04-21 20:46:27,2011-04-21 20:46:27
383,50,434,2011-04-21 20:46:27,2011-04-21 20:46:27
384,51,434,2011-04-21 20:46:27,2011-04-21 20:46:27
386,50,491,2011-04-21 20:46:27,2011-04-21 20:46:27
387,51,491,2011-04-21 20:46:27,2011-04-21 20:46:27
389,50,495,2011-04-21 20:46:27,2011-04-21 20:46:27
390,51,495,2011-04-21 20:46:27,2011-04-21 20:46:27
392,50,585,2011-04-21 20:46:27,2011-04-21 20:46:27
393,51,585,2011-04-21 20:46:27,2011-04-21 20:46:27
395,50,618,2011-04-21 20:46:27,2011-04-21 20:46:27
396,51,618,2011-04-21 20:46:27,2011-04-21 20:46:27
398,50,635,2011-04-21 20:46:27,2011-04-21 20:46:27
399,51,635,2011-04-21 20:46:27,2011-04-21 20:46:27
401,50,675,2011-04-21 20:46:27,2011-04-21 20:46:27
402,51,675,2011-04-21 20:46:27,2011-04-21 20:46:27
404,50,697,2011-04-21 20:46:27,2011-04-21 20:46:27
405,51,697,2011-04-21 20:46:27,2011-04-21 20:46:27
407,50,728,2011-04-21 20:46:27,2011-04-21 20:46:27
408,51,728,2011-04-21 20:46:27,2011-04-21 20:46:27
410,50,737,2011-04-21 20:46:28,2011-04-21 20:46:28
411,51,737,2011-04-21 20:46:28,2011-04-21 20:46:28
413,50,738,2011-04-21 20:46:28,2011-04-21 20:46:28
414,51,738,2011-04-21 20:46:28,2011-04-21 20:46:28
416,50,788,2011-04-21 20:46:28,2011-04-21 20:46:28
417,51,788,2011-04-21 20:46:28,2011-04-21 20:46:28
419,50,805,2011-04-21 20:46:28,2011-04-21 20:46:28
420,51,805,2011-04-21 20:46:28,2011-04-21 20:46:28
422,50,820,2011-04-21 20:46:28,2011-04-21 20:46:28
423,51,820,2011-04-21 20:46:28,2011-04-21 20:46:28
425,50,891,2011-04-21 20:46:28,2011-04-21 20:46:28
426,51,891,2011-04-21 20:46:28,2011-04-21 20:46:28
428,50,917,2011-04-21 20:46:28,2011-04-21 20:46:28
429,51,917,2011-04-21 20:46:28,2011-04-21 20:46:28
432,54,261,2011-04-21 20:46:29,2011-04-21 20:46:29
434,54,417,2011-04-21 20:46:29,2011-04-21 20:46:29
436,54,629,2011-04-21 20:46:29,2011-04-21 20:46:29
438,54,768,2011-04-21 20:46:29,2011-04-21 20:46:29
439,57,261,2011-04-21 20:46:29,2011-04-21 20:46:29
440,57,417,2011-04-21 20:46:29,2011-04-21 20:46:29
441,57,629,2011-04-21 20:46:29,2011-04-21 20:46:29
442,57,768,2011-04-21 20:46:29,2011-04-21 20:46:29
443,58,261,2011-04-21 20:46:29,2011-04-21 20:46:29
444,295,261,2011-04-21 20:46:29,2011-04-21 20:46:29
445,297,261,2011-04-21 20:46:29,2011-04-21 20:46:29
446,326,261,2011-04-21 20:46:29,2011-04-21 20:46:29
447,419,261,2011-04-21 20:46:29,2011-04-21 20:46:29
448,765,261,2011-04-21 20:46:29,2011-04-21 20:46:29
449,58,417,2011-04-21 20:46:29,2011-04-21 20:46:29
450,295,417,2011-04-21 20:46:29,2011-04-21 20:46:29
451,297,417,2011-04-21 20:46:29,2011-04-21 20:46:29
452,326,417,2011-04-21 20:46:29,2011-04-21 20:46:29
453,419,417,2011-04-21 20:46:29,2011-04-21 20:46:29
454,765,417,2011-04-21 20:46:29,2011-04-21 20:46:29
455,58,629,2011-04-21 20:46:29,2011-04-21 20:46:29
456,295,629,2011-04-21 20:46:29,2011-04-21 20:46:29
457,297,629,2011-04-21 20:46:29,2011-04-21 20:46:29
458,326,629,2011-04-21 20:46:29,2011-04-21 20:46:29
459,419,629,2011-04-21 20:46:29,2011-04-21 20:46:29
460,765,629,2011-04-21 20:46:29,2011-04-21 20:46:29
461,58,768,2011-04-21 20:46:29,2011-04-21 20:46:29
462,295,768,2011-04-21 20:46:29,2011-04-21 20:46:29
463,297,768,2011-04-21 20:46:29,2011-04-21 20:46:29
464,326,768,2011-04-21 20:46:29,2011-04-21 20:46:29
465,419,768,2011-04-21 20:46:29,2011-04-21 20:46:29
466,765,768,2011-04-21 20:46:29,2011-04-21 20:46:29
467,59,566,2011-04-21 20:46:29,2011-04-21 20:46:29
468,129,566,2011-04-21 20:46:29,2011-04-21 20:46:29
469,333,566,2011-04-21 20:46:29,2011-04-21 20:46:29
470,59,824,2011-04-21 20:46:29,2011-04-21 20:46:29
471,129,824,2011-04-21 20:46:29,2011-04-21 20:46:29
472,333,824,2011-04-21 20:46:29,2011-04-21 20:46:29
473,59,485,2011-04-21 20:46:30,2011-04-21 20:46:30
474,129,485,2011-04-21 20:46:30,2011-04-21 20:46:30
475,333,485,2011-04-21 20:46:30,2011-04-21 20:46:30
476,59,565,2011-04-21 20:46:30,2011-04-21 20:46:30
477,129,565,2011-04-21 20:46:30,2011-04-21 20:46:30
478,333,565,2011-04-21 20:46:30,2011-04-21 20:46:30
479,59,493,2011-04-21 20:46:30,2011-04-21 20:46:30
480,129,493,2011-04-21 20:46:30,2011-04-21 20:46:30
481,333,493,2011-04-21 20:46:30,2011-04-21 20:46:30
482,59,301,2011-04-21 20:46:30,2011-04-21 20:46:30
483,129,301,2011-04-21 20:46:30,2011-04-21 20:46:30
484,333,301,2011-04-21 20:46:30,2011-04-21 20:46:30
485,59,55,2011-04-21 20:46:30,2011-04-21 20:46:30
