_id,procedure_id,medical_specialty_id
489,458,365
490,459,1218
491,460,242
492,389,1205
493,388,1205
494,461,1195
495,461,195
496,461,1205
497,461,1218
498,462,1195
499,462,1196
500,462,1205
501,463,1195
502,463,195
503,463,1205
504,463,1218
505,464,1195
506,464,195
507,464,1205
508,465,1195
509,465,195
510,465,1205
511,465,1302
512,461,1302
513,463,1302
514,464,1302
515,466,1195
516,466,195
517,466,1205
518,466,1302
519,467,191
520,110,1203
521,120,1203
522,2,1203
523,24,1203
524,19,1203
525,27,1203
526,41,1203
527,273,1203
528,280,1203
529,304,1203
530,308,1203
531,333,1203
532,334,1203
533,63,1203
534,72,1203
535,90,1203
536,113,1203
537,138,1203
538,164,1203
539,168,1203
540,170,1203
541,171,1203
542,176,1203
543,183,1203
544,193,1203
545,195,1203
546,201,1203
547,204,1203
548,213,1203
549,242,1203
550,246,1203
551,248,1203
552,250,1203
553,252,1203
554,259,1203
555,459,1203
556,459,380
557,477,191
558,477,1303
559,478,191
560,478,1303
561,479,335
562,479,191
563,479,1303
564,480,191
565,480,1303
566,6,1303
567,281,1303
568,481,191
569,481,1303
570,397,1303
571,405,1303
572,406,1303
573,407,1303
574,483,1243
575,483,380
576,484,1196
577,484,1233
578,484,188
579,484,1263
580,484,365
581,485,1196
582,485,188
583,485,365
584,486,1295
585,486,1411
586,486,1294
587,488,1243
588,488,380
589,489,197
590,492,1193
591,491,1201
592,490,1196
593,490,1201
594,490,188
595,490,1261
596,490,365
597,334,1248
598,493,1201
599,493,1261
600,494,188
601,494,1278
602,494,365
603,494,228
604,495,1248
605,496,256
606,496,183
607,496,1281
608,496,456
609,497,226
610,497,197
611,91,273
612,91,1252
613,488,273
614,3,1240
615,3,1256
616,24,1240
617,24,1256
618,24,228
619,498,1240
620,498,1256
621,306,414
622,306,1256
623,317,1256
624,317,365
625,499,414
626,499,188
627,499,1256
628,500,414
629,500,1196
630,500,188
631,500,1256
632,500,365
633,80,602
634,80,1280
635,501,602
636,501,1280
637,502,183
638,502,602
639,502,1280
640,502,595
641,502,1218
642,503,602
643,503,1280
644,504,1240
645,504,1256
646,505,1204
647,505,1252
648,507,1233
649,507,188
650,507,273
651,507,1263
652,507,1219
653,507,365
654,508,1233
655,508,188
656,508,1243
657,508,365
658,508,380
659,509,184
660,509,1233
661,509,188
662,509,1221
663,509,1263
664,509,365
665,510,1233
666,510,188
667,510,1263
668,510,365
669,513,1196
670,513,1233
671,513,188
672,513,1263
673,513,365
674,514,1243
675,514,380
676,514,1218
677,515,414
678,515,188
679,515,1256
680,515,365
681,516,1196
682,516,188
683,516,365
684,516,202
685,364,516
686,523,1218
687,523,516
688,524,1218
689,11,1201
690,16,1201
691,29,1201
692,52,1201
693,60,1201
694,85,1201
695,93,1201
696,118,1201
697,124,1201
698,140,1201
699,140,1224
700,197,1201
701,196,1201
702,228,195
703,228,1297
704,228,1224
705,528,1232
706,528,1248
707,526,273
708,526,1232
709,526,1248
710,527,188
711,527,1243
712,527,380
713,527,1194
714,528,1243
715,528,380
716,529,184
717,529,183
718,529,188
719,529,1221
720,529,595
721,529,365
722,530,184
723,530,183
724,530,188
725,530,1221
726,530,595
727,530,365
728,530,1248
729,531,1294
730,531,1204
731,531,1252
732,531,365
733,532,188
734,532,273
735,532,1234
736,532,1219
737,532,365
738,532,1248
739,533,1204
740,533,1252
741,534,273
742,534,195
743,534,1219
744,534,1297
745,534,1248
746,535,191
747,535,1287
748,535,365
749,535,1303
750,535,1208
751,536,1196
752,536,183
753,536,188
754,536,1193
755,537,1196
756,537,1193
757,537,1232
758,537,1248
759,538,1196
760,538,1233
761,538,188
762,538,1193
763,538,1263
764,538,365
765,539,1196
766,539,365
767,540,1196
768,540,188
769,540,365
770,541,183
771,541,1218
772,542,183
773,542,595
774,543,1193
775,544,1193
776,545,1204
777,545,1252
778,546,191
779,139,1206
780,139,1200
781,139,1243
782,139,380
783,547,1196
784,547,188
785,547,365
786,548,273
787,548,195
788,548,1232
789,548,1248
790,548,1302
791,533,195
792,533,1297
793,549,273
794,549,195
795,549,1204
796,549,1219
797,549,1297
798,549,1252
799,549,1302
800,549,1248
801,550,273
802,550,195
803,550,1219
804,550,1297
805,550,1248
806,550,1302
807,551,273
808,551,195
809,551,1219
810,551,1297
811,551,1232
812,551,1248
813,551,1302
814,552,273
815,552,195
816,552,1204
817,552,1219
818,552,1297
819,552,1252
820,552,1248
821,552,1302
822,553,273
823,553,195
824,553,1219
825,553,1297
826,553,1232
827,553,1248
828,553,1302
829,554,273
830,554,195
831,554,1219
832,554,1297
833,554,1232
834,554,1248
835,554,1302
836,554,1208
837,555,273
838,555,195
839,555,1219
840,555,1297
841,555,1232
842,555,1248
843,555,1302
844,555,1208
845,556,273
846,556,195
847,556,1204
848,556,1219
849,556,1297
850,556,1252
851,556,1232
852,556,1248
853,556,1302
854,557,273
855,557,195
856,557,1204
857,557,1219
858,557,1297
859,557,1252
860,557,1232
861,557,1248
862,557,1302
863,558,273
864,558,195
865,558,1219
866,558,1232
867,558,1248
868,558,1302
869,559,273
870,559,195
871,559,1219
872,559,1297
873,559,1232
874,559,1248
875,559,1302
876,560,188
877,560,273
878,560,195
879,560,1219
880,560,1297
881,560,365
882,560,1248
883,532,195
884,532,1297
885,561,188
886,561,273
887,561,195
888,561,1219
889,561,1297
890,561,365
891,561,1248
892,169,1232
893,169,1248
894,562,188
895,562,1232
896,562,365
897,562,1248
898,562,1194
899,563,188
900,563,1232
901,563,365
902,563,1248
903,563,1194
904,527,1232
905,527,1248
906,564,273
907,564,195
908,564,1219
909,564,1297
910,564,1232
911,565,273
912,565,195
913,565,1219
914,565,1297
915,565,365
916,565,1248
917,566,273
918,566,195
919,566,1219
920,566,1297
921,566,1232
922,566,1248
923,567,273
924,567,195
925,567,1204
926,567,1219
927,567,1297
928,567,1252
929,567,1232
930,567,1248
931,568,191
932,568,1232
933,568,1248
934,568,1208
935,569,191
936,569,1232
937,569,1248
938,570,335
939,570,191
940,570,1232
941,570,1248
942,568,1287
943,568,1303
944,535,1232
945,535,1248
946,569,335
947,571,335
948,571,191
949,571,1232
950,571,1287
951,571,1248
952,571,1208
953,572,335
954,572,191
955,572,1232
956,572,1287
957,572,1248
958,572,1208
959,573,191
960,573,1232
961,573,1248
962,574,191
963,574,1232
964,574,1248
965,516,1226
966,530,1193
967,529,1193
968,529,1248
969,2,1232
970,270,1206
971,273,1232
972,277,1240
973,380,1302
974,270,1243
975,280,1218
976,13,1203
977,15,188
978,15,191
979,390,1203
980,396,1398
981,276,228
982,283,188
983,534,191
984,534,1302
985,17,1202
986,261,1450
987,20,1201
988,21,183
989,21,1218
990,286,1201
991,287,1276
992,288,1263
993,23,1206
994,27,191
995,38,1202
996,295,1259
997,39,1259
998,394,191
999,360,191
1000,47,1206
1001,297,1196
1002,302,1208
1003,66,1202
1004,67,1202
1005,70,256
1006,73,1193
1007,76,242
1008,76,183
1009,76,1193
1010,79,256
1011,82,188
1012,86,1220
1013,87,249
1014,87,188
1015,91,1204
1016,93,1240
1017,389,1416
1018,266,1259
1019,531,1203
1020,108,188
1021,413,335
1022,440,1247
1023,406,335
1024,262,1450
1025,115,1265
1026,117,1265
1027,317,1240
1028,444,1247
1029,526,195
1030,319,1240
1031,319,1196
1032,320,1196
1033,399,1398
1034,411,1398
1035,323,1259
1036,123,1196
1037,436,1247
1038,127,1259
1039,129,188
1040,129,365
1041,130,1201
1042,130,1233
1043,131,1201
1044,131,1233
1045,132,1224
1046,438,1247
1047,133,256
1048,134,188
1049,403,1450
1050,441,1247
1051,136,188
1052,437,1247
1053,137,188
1054,137,365
1055,141,1398
1056,327,1240
1057,398,1398
1058,412,1398
1059,267,195
1060,144,188
1061,144,365
1062,575,335
1063,575,191
1064,576,1195
1065,576,195
1066,576,1416
1067,576,1302
1068,577,1195
1069,577,195
1070,577,1205
1071,577,1416
1072,576,1205
1073,578,1195
1074,578,195
1075,578,1205
1076,578,1416
1077,579,1193
1078,145,226
1079,145,365
1080,145,1415
1081,433,1196
1082,433,1221
1083,433,365
1084,154,256
1085,153,256
1086,153,1447
1087,153,456
1088,574,1461
1089,573,1461
1090,331,1218
1091,168,1201
1092,451,1247
1093,580,335
1094,580,191
1095,580,1303
1096,445,1247
1097,445,270
1098,174,1201
1099,422,1460
1100,264,1193
1101,344,1252
1102,533,191
1103,533,1302
1104,479,1459
1105,188,1426
1106,188,188
1107,526,1203
1108,564,1203
1109,350,1248
1110,536,1248
1111,351,1248
1112,184,1396
1113,191,183
1114,191,188
1115,191,195
1116,191,191
1117,191,1302
1118,487,380
1119,194,1202
1120,197,197
1121,480,1459
1122,196,1206
1123,196,188
1124,488,1251
1125,216,183
1126,81,183
1127,81,188
1128,442,1247
1129,206,1224
1130,207,1224
1131,214,1231
1132,350,602
1133,218,242
1134,218,1193
1135,218,270
1136,401,1462
1137,450,1247
1138,223,1220
1139,223,1248
1140,250,1220
1141,409,1398
1142,226,1202
1143,509,1196
1144,510,1196
1145,510,184
1146,511,1196
1147,511,1233
1148,511,188
1149,511,1263
1150,511,365
1151,512,1196
1152,512,1233
1153,512,188
1154,512,1263
1155,512,365
1156,439,1247
1157,418,1461
1158,393,1248
1159,386,1302
1160,231,1206
1161,231,188
1162,435,365
1163,405,1461
1164,238,249
1165,346,1252
1166,239,1398
1167,240,1398
1168,241,1239
1169,241,183
1170,243,191
1171,243,1205
1172,243,1416
1173,243,1208
1174,244,1206
1175,244,188
1176,246,270
1177,252,184
1178,570,1461
1179,570,1462
1180,569,1461
1181,569,1462
1182,248,1193
1183,462,191
1184,462,1416
1185,362,188
1186,269,1196
1187,269,365
1188,341,1252
1189,397,195
1190,397,1302
1191,165,1219
1192,581,1196
1193,581,188
1194,581,365
1195,582,1196
1196,582,188
1197,582,365
1198,583,1196
1199,583,188
1200,583,365
1201,584,1196
1202,584,188
1203,584,365
1204,585,1196
1205,585,188
1206,585,365
1207,586,1196
1208,586,188
1209,586,365
1210,587,1196
1211,587,188
1212,587,365
1213,588,1196
1214,588,188
1215,588,365
1216,589,1196
1217,589,188
1218,589,365
1219,590,1196
1220,590,188
1221,590,365
1222,591,1196
1223,591,188
1224,591,365
1225,592,1196
1226,592,188
1227,592,365
1228,593,1196
1229,593,188
1230,593,365
1231,594,1196
1232,594,188
1233,594,365
1234,336,249
1235,108,365
1236,595,1196
1237,595,188
1238,595,365
1239,596,1196
1240,596,188
1241,596,1243
1242,596,365
1243,596,380
1244,597,1204
1245,597,1196
1246,597,188
1247,597,1252
1248,597,365
1249,598,1196
1250,598,188
1251,598,365
1252,599,1196
1253,599,188
1254,599,365
1255,600,1240
1256,600,1196
1257,600,188
1258,600,1256
1259,600,365
1260,601,1196
1261,601,188
1262,601,365
1263,341,1286
1264,545,1286
1265,343,1286
1266,343,1252
1267,582,1193
1268,603,1196
1269,603,188
1270,603,365
1271,605,1196
1272,605,188
1273,605,365
1274,607,1196
1275,607,188
1276,607,365
1277,400,1461
1278,400,1462
1279,14,1461
1280,14,1462
1281,546,1461
1282,546,1462
1283,10,516
1284,9,516
1285,280,516
1286,285,1507
1287,52,1507
1288,60,1507
1289,114,1507
1290,118,1507
1291,1,1507
1292,62,1507
1293,133,1507
1294,151,1507
1295,161,1507
1296,166,1507
1297,172,1507
1298,210,1507
1299,189,1507
1300,199,1507
1301,225,1507
1302,230,1507
1303,218,1507
1304,236,1507
1305,76,1507
1306,34,1507
1307,609,1196
1308,609,1245
1309,609,1233
1310,609,188
1311,609,365
1312,611,1201
1313,611,1196
1314,611,188
1315,611,1193
1316,611,365
1317,613,256
1318,613,1196
1319,613,188
1320,613,1193
1321,613,365
1322,617,1295
1323,617,1204
1324,617,1196
1325,617,1246
1326,617,188
1327,617,1252
1328,617,365
1329,619,249
1330,621,1201
1331,621,226
1332,621,183
1333,621,1193
1334,623,1203
1335,623,1204
1336,623,414
1337,623,1196
1338,623,188
1339,625,1196
1340,625,188
1341,625,602
1342,625,365
1343,625,228
1344,627,1196
1345,627,188
1346,627,1193
1347,627,365
1348,627,270
1349,629,1196
1350,629,188
1351,629,1193
1352,631,256
1353,631,1196
1354,631,188
1355,631,365
1356,633,1196
1357,633,188
1358,633,1232
1359,633,365
1360,633,380
1361,633,1248
1362,635,414
1363,635,1196
1364,635,188
1365,635,1256
1366,635,365
1367,639,1247
1368,639,1193
1369,639,270
1370,641,1196
1371,641,1233
1372,641,188
1373,641,1263
1374,641,365
1375,641,380
1376,643,1196
1377,643,188
1378,643,602
1379,643,365
1380,645,191
1381,645,1461
1382,645,1462
1383,649,1203
1384,649,183
1385,649,1507
1386,651,1201
1387,651,1193
1388,651,1507
1389,652,1196
1390,652,184
1391,652,188
1392,652,1221
1393,652,365
1394,654,1196
1395,654,184
1396,654,188
1397,654,1221
1398,654,365
1399,656,249
1400,656,1196
1401,656,188
1402,656,1238
1403,656,365
1404,658,380
1405,658,1248
1406,499,1217
1407,658,1217
1408,660,1295
1409,660,1294
1410,662,1295
1411,662,1505
1412,664,1295
1413,664,1411
1414,664,1294
1415,666,1295
1416,666,1505
1417,668,1295
1418,668,1505
1419,670,1295
1420,670,1505
1421,672,1295
1422,672,1496
1423,674,1295
1424,674,1294
1425,674,1505
1426,676,1295
1427,676,1411
1428,678,1295
1429,678,1294
1430,680,1295
1431,680,1505
1432,682,1295
1433,682,1505
1434,684,1295
1435,684,1294
1436,684,1505
1437,686,1295
1438,686,1505
1439,688,1295
1440,688,1411
1441,690,1295
1442,690,1411
1443,692,1295
1444,692,1411
1445,694,1295
1446,694,1294
1447,696,1295
1448,696,1494
1449,698,1295
1450,698,1411
1451,700,1295
1452,700,1411
1453,702,1295
1454,702,1494
1455,704,1295
1456,704,1411
1457,704,1294
1458,706,1295
1459,706,1411
1460,706,1294
1461,708,1295
1462,708,1494
1463,710,1295
1464,710,1294
