_id,body_area_id,chief_complaint_id,is_male,is_female,is_common
207,20,,1,1,
208,20,,1,1,
209,20,,1,1,
210,20,,1,1,
211,20,,1,1,
212,20,,1,1,
213,20,,1,1,
214,20,,1,1,
215,20,,1,1,
216,20,,1,1,
217,20,,1,1,
218,20,,1,1,
219,20,,1,1,
220,20,,1,1,
221,20,,1,1,
222,20,,1,1,
223,20,,1,1,
224,20,,1,1,
225,20,,1,1,
226,20,,1,1,
227,20,,1,1,
228,20,,1,1,
229,20,,1,1,
230,20,,1,1,
231,20,,1,1,
232,20,,1,1,
233,20,,1,1,
234,20,,1,1,
235,20,,1,1,
236,20,,1,1,
237,20,,1,1,
238,20,,1,1,
239,20,,1,1,
240,20,,1,1,
255,14,199,0,1,1
256,17,177,1,1,1
257,18,177,1,1,1
258,1,5,1,1,0
259,11,6,1,1,1
260,11,213,1,1,1
261,9,7,1,1,1
262,8,7,1,1,1
263,1,136,1,1,0
271,14,147,1,1,1
272,13,9,1,1,0
273,16,10,1,1,1
275,7,11,0,1,1
276,17,12,1,1,1
277,17,214,1,1,0
278,7,13,1,1,1
280,7,138,1,1,1
281,2,150,1,1,1
282,1,15,1,1,1
283,16,16,1,1,1
284,13,16,1,1,1
285,7,17,1,1,1
286,7,154,1,1,1
287,16,18,1,1,0
288,13,18,1,1,0
289,1,19,1,1,1
290,16,20,1,1,1
291,13,20,1,1,1
292,1,21,1,1,0
297,11,25,1,1,1
303,1,28,1,1,1
305,12,34,1,1,1
308,16,181,1,1,1
310,18,35,1,1,1
312,14,33,1,1,1
313,14,37,1,1,1
314,1,186,1,1,0
315,1,38,1,1,0
316,12,176,1,1,0
317,12,39,1,1,1
318,1,40,1,1,1
319,1,41,1,1,1
321,1,137,1,1,1
322,1,135,1,1,1
323,1,151,1,1,1
324,1,134,1,1,1
326,18,42,1,1,1
327,7,178,1,1,1
328,7,44,1,1,0
329,15,45,1,1,1
343,1,209,0,1,0
346,2,209,0,1,0
353,17,192,1,1,0
360,14,188,1,0,1
361,14,49,1,1,1
362,1,212,0,1,0
363,14,211,0,1,1
365,10,50,1,1,0
367,11,50,1,1,0
370,15,50,1,1,0
371,17,50,1,1,0
372,7,50,1,1,0
373,9,50,1,1,0
375,8,50,1,1,0
378,1,51,1,1,0
379,14,210,0,1,1
395,1,139,0,0,0
406,1,187,1,1,1
408,11,53,1,1,1
410,17,53,1,1,1
411,18,53,1,1,1
413,9,54,1,1,1
414,8,54,1,1,1
415,17,55,1,1,1
430,1,146,1,1,0
431,17,58,1,1,1
434,13,60,1,1,1
436,1,164,1,1,0
438,13,2,1,1,1
444,11,62,1,1,0
445,15,62,1,1,0
446,17,62,1,1,0
447,9,62,1,1,0
449,8,62,1,1,0
452,10,171,1,1,0
453,11,171,1,1,0
454,15,171,1,1,0
455,17,171,1,1,0
456,9,171,1,1,0
458,8,171,1,1,0
460,2,171,1,1,0
461,18,63,1,1,1
462,12,63,1,1,1
465,2,67,1,1,1
466,2,68,1,1,1
468,14,72,1,1,1
483,7,73,1,1,1
485,14,75,1,0,1
486,14,76,1,0,1
487,14,78,0,1,1
488,1,79,1,1,0
501,7,190,1,1,0
509,11,81,1,1,1
519,16,82,1,1,1
523,14,85,1,0,1
524,14,86,1,0,1
525,1,87,1,1,0
526,7,88,1,1,1
527,7,175,1,1,1
528,10,89,1,1,1
529,1,90,1,1,1
531,10,174,1,1,0
569,2,93,1,1,1
570,1,94,1,1,1
571,2,130,1,1,1
572,2,98,1,1,1
574,2,120,1,1,1
575,18,100,1,1,1
578,16,103,1,1,0
580,13,1,1,1,1
581,14,148,1,1,1
582,14,105,0,1,1
583,14,106,0,1,1
584,14,107,0,1,1
585,14,108,0,1,1
586,14,109,0,1,1
587,14,110,0,1,1
588,1,111,1,1,0
591,13,113,1,1,1
592,13,156,1,1,0
593,7,129,1,1,0
594,11,118,1,1,1
596,13,32,1,1,1
597,13,223,1,1,1
598,13,10,1,1,0
599,13,218,1,1,0
600,13,181,1,1,0
601,13,37,1,1,0
602,13,74,0,1,1
603,13,78,0,1,1
604,13,232,1,1,0
605,13,103,1,1,0
606,13,224,1,1,1
611,11,170,1,1,0
612,11,206,1,1,0
613,11,95,1,1,0
614,11,217,1,1,1
616,8,206,1,1,0
618,16,218,1,1,1
620,16,232,1,1,0
621,7,183,1,1,0
623,4,23,1,1,1
624,4,24,1,1,1
625,4,216,1,1,1
626,4,27,1,1,0
627,4,139,1,1,0
628,4,152,1,1,0
629,4,84,1,1,1
630,4,157,1,1,1
631,4,174,1,1,0
632,4,193,1,1,0
633,4,91,1,1,0
634,4,162,1,1,1
635,4,111,1,1,0
636,3,112,1,1,1
637,3,160,1,1,1
638,3,200,1,1,1
639,3,22,1,1,1
640,3,198,1,1,1
641,3,26,1,1,1
642,3,195,1,1,1
643,5,183,1,1,0
644,5,170,1,1,0
645,5,190,1,1,0
646,5,27,1,1,1
647,5,46,1,1,0
648,5,212,1,1,1
649,5,50,1,1,0
650,5,139,1,1,0
651,5,187,1,1,1
652,5,152,1,1,0
653,5,90,1,1,1
654,5,174,1,1,0
655,5,193,1,1,0
656,5,91,1,1,0
657,5,95,1,1,0
658,3,197,1,1,1
659,22,163,1,1,1
660,22,101,1,1,1
661,22,172,1,1,0
662,22,202,1,1,1
663,22,203,1,1,1
664,22,47,1,1,0
665,22,187,1,1,0
666,22,194,1,1,1
667,22,61,1,1,1
668,22,159,1,1,1
669,22,158,1,1,1
670,18,170,1,1,0
673,12,170,1,1,0
684,12,118,1,1,1
686,15,37,1,1,1
689,15,57,1,1,1
694,17,57,1,1,1
696,17,114,1,1,0
697,9,45,1,1,0
698,9,49,1,1,1
699,9,69,1,1,0
700,9,102,1,1,0
701,2,172,1,1,0
702,14,2,1,1,1
703,14,10,1,1,0
704,14,218,1,1,1
705,14,16,1,1,1
706,14,20,1,1,1
709,10,114,1,1,0
710,6,172,1,1,1
711,6,47,1,1,1
712,6,139,1,1,0
713,6,187,1,1,0
714,6,68,1,1,0
715,6,67,1,1,0
716,6,93,1,1,1
717,6,130,1,1,1
718,6,98,1,1,1
719,6,131,1,1,1
720,6,120,1,1,1
721,17,233,1,1,1
723,4,64,1,1,1
724,5,64,1,1,1
725,1,64,1,1,0
726,19,3,1,1,1
727,19,8,1,1,1
728,19,46,1,1,1
729,19,50,1,1,1
730,19,52,1,1,1
731,19,139,1,1,0
732,19,152,1,1,1
733,19,91,1,1,0
734,19,92,1,1,0
735,19,95,1,1,1
736,20,4,1,1,0
737,20,5,1,1,0
738,20,136,1,1,0
739,20,8,1,1,0
740,20,9,1,1,0
741,20,14,1,1,0
742,20,127,1,1,1
743,20,19,1,1,0
744,20,96,1,1,0
745,20,29,1,1,1
746,20,132,1,1,0
747,20,125,1,1,1
748,20,133,1,1,0
749,20,30,1,1,0
750,20,31,1,1,0
751,20,43,1,1,0
752,20,44,1,1,1
753,20,48,1,1,0
754,20,128,1,1,0
755,20,51,1,1,1
756,20,53,1,1,1
757,20,59,1,1,1
758,20,62,1,1,1
759,20,69,1,1,0
760,20,70,1,1,1
761,20,71,1,1,0
762,20,77,1,1,0
763,20,87,1,1,0
764,20,122,1,1,0
765,20,97,1,1,0
766,20,99,1,1,1
767,20,131,1,1,1
768,20,113,1,1,1
769,20,102,1,1,0
770,20,121,1,1,0
771,20,116,1,1,1
772,20,114,1,1,0
773,20,123,1,1,0
774,11,241,1,1,1
775,17,242,1,1,0
776,18,243,1,1,1
777,5,244,1,1,1
778,17,245,1,1,1
779,18,245,1,1,1
780,1,23,1,1,1
781,1,26,1,1,1
782,1,61,1,1,1
783,9,275,1,1,1
784,7,262,1,1,1
785,13,264,1,1,1
786,11,39,1,1,1
787,11,263,1,1,1
788,11,52,1,1,1
789,11,238,1,1,1
790,11,121,1,1,0
791,8,275,1,1,1
792,8,67,1,1,1
793,8,81,1,1,0
794,8,263,1,1,0
795,8,238,1,1,0
796,16,263,1,1,0
797,16,52,1,1,0
798,16,238,1,1,0
799,7,287,0,1,1
800,10,6,1,1,1
801,10,67,1,1,1
802,10,81,1,1,1
803,10,263,1,1,0
804,10,52,1,1,0
805,10,238,1,1,0
806,1,113,1,1,0
807,1,17,1,1,0
808,1,36,1,1,1
809,1,29,1,1,1
810,1,236,1,1,1
811,1,24,1,1,1
812,1,93,1,1,1
813,18,57,1,1,1
814,18,81,1,1,1
815,18,121,1,1,0
816,18,263,1,1,1
817,18,52,1,1,1
818,18,238,1,1,1
819,15,81,1,1,1
820,15,263,1,1,1
821,15,52,1,1,1
822,15,238,1,1,1
824,2,81,1,1,0
825,2,263,1,1,0
826,2,52,1,1,0
827,2,238,1,1,0
828,14,263,1,1,0
829,14,52,1,1,0
830,14,238,1,1,0
831,12,6,1,1,1
832,12,81,1,1,0
833,12,121,1,1,0
834,12,263,1,1,1
835,12,52,1,1,1
836,12,238,1,1,0
837,13,173,1,1,0
838,17,81,1,1,1
839,17,263,1,1,1
840,17,52,1,1,1
841,17,238,1,1,0
842,7,81,1,1,0
843,7,263,1,1,0
844,7,52,1,1,0
845,7,238,1,1,0
846,8,52,1,1,0
847,8,45,1,1,0
848,9,37,1,1,0
849,9,57,1,1,1
850,9,2,1,1,0
851,9,81,1,1,0
852,9,82,1,1,0
853,9,263,1,1,0
854,9,52,1,1,0
855,9,238,1,1,0
857,8,262,1,1,0
858,8,13,1,1,0
859,8,104,1,1,0
860,8,49,1,1,0
861,9,104,1,1,0
862,10,241,1,1,0
864,2,7,1,1,1
866,2,41,1,1,0
867,2,131,1,1,0
869,14,103,1,1,0
870,9,148,1,1,0
871,14,45,1,1,0
872,15,7,1,1,0
873,15,275,1,1,0
874,1,4,1,1,0
875,1,9,1,1,0
876,1,160,1,1,0
877,1,200,1,1,0
878,1,178,1,1,0
879,1,27,1,1,1
880,1,158,1,1,0
881,1,65,1,1,1
882,1,121,1,1,0
883,1,263,1,1,0
884,1,52,1,1,0
885,1,238,1,1,0
886,1,120,1,1,0
887,11,219,1,1,0
888,11,225,1,1,0
889,11,228,1,1,0
890,11,234,1,1,0
891,7,257,1,1,0
892,7,207,1,1,0
895,7,189,1,1,1
896,7,46,1,1,0
897,7,139,1,1,0
898,7,191,1,1,0
899,7,193,1,1,0
900,2,46,1,1,0
901,2,191,1,1,0
902,1,292,1,1,0
903,10,139,1,1,0
904,10,53,1,1,1
905,12,220,1,1,1
906,12,230,1,1,0
907,12,226,1,1,0
908,12,217,1,1,0
909,12,46,1,1,0
910,12,50,1,1,0
911,12,191,1,1,0
912,12,174,1,1,0
913,15,53,1,1,0
914,15,221,1,1,1
915,15,152,1,1,0
916,15,191,1,1,0
919,18,222,1,1,1
920,18,227,1,1,1
921,18,196,1,1,1
922,18,208,1,1,1
923,17,221,1,1,0
924,1,293,1,1,1
925,1,294,1,1,1
926,7,295,0,1,1
927,13,179,1,1,0
929,3,179,1,1,0
931,17,179,1,1,0
933,19,179,1,1,0
935,11,179,1,1,0
937,8,179,1,1,0
941,1,179,1,1,0
955,1,244,1,1,0
957,1,247,1,1,0
959,7,179,1,1,0
