_id,diagnosis_id,medical_specialty_id
176,1267,184
177,1295,184
178,1305,184
179,1375,184
180,1379,184
181,1495,184
182,2,188
183,4,188
184,5,188
185,8,188
186,11,188
187,16,188
188,17,188
189,19,188
190,20,188
191,21,188
192,23,188
193,24,188
194,25,188
195,26,188
196,27,188
197,28,188
198,29,188
199,30,188
200,31,188
201,32,188
202,36,188
203,39,188
204,41,188
205,43,188
206,45,188
207,46,188
208,47,188
209,50,188
210,51,188
211,54,188
212,58,188
213,61,188
214,62,188
215,65,188
216,66,188
217,69,188
218,70,188
219,71,188
220,74,188
221,75,188
222,76,188
223,77,188
224,79,188
225,81,188
226,86,188
227,87,188
228,88,188
229,89,188
230,90,188
231,93,188
232,98,188
233,101,188
234,105,188
235,112,188
236,114,188
237,115,188
238,117,188
239,120,188
240,121,188
241,122,188
242,124,188
243,125,188
244,127,188
245,133,188
246,139,188
247,140,188
248,145,188
249,148,188
250,150,188
251,153,188
252,154,188
253,160,188
254,165,188
255,166,188
256,168,188
257,169,188
258,170,188
259,171,188
260,173,188
261,175,188
262,178,188
263,179,188
264,181,188
265,182,188
266,184,188
267,185,188
268,186,188
269,187,188
270,188,188
271,189,188
272,190,188
273,191,188
274,195,188
275,196,188
276,197,188
277,198,188
278,200,188
279,202,188
280,204,188
281,205,188
282,207,188
283,212,188
284,213,188
285,214,188
286,215,188
287,225,188
288,227,188
289,228,188
290,231,188
291,233,188
292,244,188
293,245,188
294,248,188
295,249,188
296,253,188
297,255,188
298,265,188
299,266,188
300,268,188
301,272,188
302,275,188
303,276,188
304,278,188
305,279,188
306,280,188
307,282,188
308,287,188
309,288,188
310,289,188
311,291,188
312,295,188
313,297,188
314,298,188
315,303,188
316,305,188
317,306,188
318,307,188
319,308,188
320,309,188
321,313,188
322,314,188
323,317,188
324,320,188
325,321,188
326,323,188
327,324,188
328,326,188
329,327,188
330,331,188
331,332,188
332,334,188
333,335,188
334,336,188
335,339,188
336,340,188
337,343,188
338,347,188
339,350,188
340,351,188
341,352,188
342,353,188
343,354,188
344,358,188
345,363,188
346,364,188
347,367,188
348,369,188
349,371,188
350,372,188
351,373,188
352,374,188
353,375,188
354,377,188
355,378,188
356,380,188
357,383,188
358,384,188
359,385,188
360,386,188
361,387,188
362,392,188
363,398,188
364,401,188
365,402,188
366,408,188
367,409,188
368,411,188
369,413,188
370,414,188
371,415,188
372,419,188
373,423,188
374,426,188
375,430,188
376,431,188
377,436,188
378,441,188
379,442,188
380,443,188
381,451,188
382,452,188
383,453,188
384,455,188
385,461,188
386,464,188
387,467,188
388,469,188
389,471,188
390,472,188
391,474,188
392,475,188
393,476,188
394,479,188
395,480,188
396,484,188
397,485,188
398,490,188
399,491,188
400,494,188
401,496,188
402,498,188
403,499,188
404,501,188
405,502,188
406,506,188
407,507,188
408,511,188
409,513,188
410,515,188
411,516,188
412,517,188
413,520,188
414,525,188
415,530,188
416,532,188
417,536,188
418,542,188
419,547,188
420,548,188
421,551,188
422,552,188
423,553,188
424,565,188
425,566,188
426,569,188
427,572,188
428,573,188
429,574,188
430,577,188
431,581,188
432,582,188
433,583,188
434,584,188
435,585,188
436,591,188
437,592,188
438,593,188
439,594,188
440,595,188
441,600,188
442,601,188
443,604,188
444,605,188
445,611,188
446,612,188
447,613,188
448,616,188
449,617,188
450,619,188
451,621,188
452,622,188
453,623,188
454,624,188
455,626,188
456,627,188
457,628,188
458,629,188
459,630,188
460,631,188
461,632,188
462,633,188
463,634,188
464,635,188
465,636,188
466,637,188
467,642,188
468,645,188
469,647,188
470,649,188
471,653,188
472,658,188
473,662,188
474,664,188
475,667,188
476,668,188
477,673,188
478,678,188
479,680,188
480,683,188
481,684,188
482,696,188
483,697,188
484,698,188
485,701,188
486,703,188
487,704,188
488,705,188
489,706,188
490,707,188
491,709,188
492,716,188
493,717,188
494,719,188
495,723,188
496,724,188
497,726,188
498,727,188
499,729,188
500,731,188
501,732,188
502,733,188
503,734,188
504,737,188
505,738,188
506,741,188
507,742,188
508,743,188
509,744,188
510,745,188
511,746,188
512,750,188
513,758,188
514,763,188
515,764,188
516,768,188
517,770,188
518,771,188
519,774,188
520,779,188
521,781,188
522,781,188
523,782,188
524,783,188
525,785,188
526,788,188
527,790,188
528,791,188
529,792,188
530,793,188
531,795,188
532,796,188
533,800,188
534,801,188
535,803,188
536,805,188
537,807,188
538,808,188
539,809,188
540,810,188
541,811,188
542,816,188
543,818,188
544,819,188
545,822,188
546,823,188
547,830,188
548,832,188
549,833,188
550,834,188
551,835,188
552,836,188
553,840,188
554,848,188
555,849,188
556,851,188
557,854,188
558,858,188
559,859,188
560,860,188
561,875,188
562,877,188
563,878,188
564,879,188
565,881,188
566,882,188
567,883,188
568,887,188
569,890,188
570,892,188
571,893,188
572,894,188
573,895,188
574,896,188
575,898,188
576,899,188
577,900,188
578,901,188
579,902,188
580,903,188
581,905,188
582,906,188
583,907,188
584,911,188
585,915,188
586,916,188
587,917,188
588,918,188
589,919,188
590,920,188
591,922,188
592,927,188
593,930,188
594,932,188
595,933,188
596,934,188
597,937,188
598,938,188
599,939,188
600,940,188
601,941,188
602,942,188
603,943,188
604,945,188
605,950,188
606,951,188
607,955,188
608,956,188
609,960,188
610,962,188
611,964,188
612,965,188
613,966,188
614,967,188
615,968,188
616,969,188
617,972,188
618,977,188
619,984,188
620,985,188
621,987,188
622,988,188
623,989,188
624,991,188
625,992,188
626,993,188
627,997,188
628,999,188
629,1000,188
630,1002,188
631,1006,188
632,1009,188
633,1010,188
634,1011,188
635,1012,188
636,1024,188
637,1025,188
638,1027,188
639,1028,188
640,1029,188
641,1030,188
642,1031,188
643,1033,188
644,1034,188
645,1036,188
646,1037,188
647,1041,188
648,1042,188
649,1043,188
650,1045,188
651,1046,188
652,1055,188
653,1057,188
654,1058,188
655,1062,188
656,1063,188
657,1066,188
658,1068,188
659,1069,188
660,1070,188
661,1071,188
662,1072,188
663,1074,188
664,1075,188
665,1076,188
666,1077,188
667,1078,188
668,1079,188
669,1080,188
670,1081,188
671,1084,188
672,1090,188
673,1091,188
674,1092,188
675,1093,188
676,1095,188
677,1096,188
678,1097,188
679,1098,188
680,1099,188
681,1100,188
682,1108,188
683,1111,188
684,1112,188
685,1113,188
686,1114,188
687,1115,188
688,1116,188
689,1118,188
690,1124,188
691,1125,188
692,1126,188
693,1127,188
694,1128,188
695,1130,188
696,1131,188
697,1133,188
698,1134,188
699,1135,188
700,1137,188
701,1138,188
702,1139,188
703,1140,188
704,1143,188
705,1144,188
706,1145,188
707,1147,188
708,1148,188
709,1151,188
710,1153,188
711,1154,188
712,1155,188
713,1157,188
714,1158,188
715,1163,188
716,1164,188
717,1165,188
718,1166,188
719,1168,188
720,1169,188
721,1170,188
722,1171,188
723,1176,188
724,1177,188
725,1179,188
726,1181,188
727,1182,188
728,1182,188
729,1183,188
730,1184,188
731,1185,188
732,1186,188
733,1186,188
734,1187,188
735,1188,188
736,1189,188
737,1190,188
738,1193,188
739,1194,188
740,1195,188
741,1196,188
742,1197,188
743,1202,188
744,1203,188
745,1204,188
746,1205,188
747,1206,188
748,1207,188
749,1209,188
750,1210,188
751,1211,188
752,1212,188
753,1213,188
754,1214,188
755,1215,188
756,1216,188
757,1218,188
758,1219,188
759,1220,188
760,1221,188
761,1222,188
762,1223,188
763,1224,188
764,1225,188
765,1233,188
766,1235,188
767,1239,188
768,1240,188
769,1243,188
770,1245,188
771,1249,188
772,1261,188
773,1263,188
774,1265,188
775,1267,188
776,1269,188
777,1271,188
778,1273,188
779,1285,188
780,1287,188
781,1297,188
782,1299,188
783,1303,188
784,1305,188
785,1307,188
786,1309,188
787,1311,188
788,1315,188
789,1317,188
790,1319,188
791,1323,188
792,1325,188
793,1327,188
794,1331,188
795,1339,188
796,1345,188
797,1349,188
798,1357,188
799,1361,188
800,1363,188
801,1369,188
802,1371,188
803,1375,188
804,1379,188
805,1383,188
806,1385,188
807,1387,188
808,1395,188
809,1403,188
810,1405,188
811,1411,188
812,1415,188
813,1417,188
814,1421,188
815,1425,188
816,1429,188
817,1431,188
818,1433,188
819,1435,188
820,1439,188
821,1441,188
822,1443,188
823,1445,188
824,1449,188
825,1455,188
826,1457,188
827,1461,188
828,1463,188
829,1465,188
830,1467,188
831,1471,188
832,1475,188
833,1479,188
834,1493,188
835,1495,188
836,1499,188
837,1501,188
838,1503,188
839,1507,188
840,1513,188
841,1515,188
842,1519,188
843,1523,188
844,1537,188
845,1540,188
846,1548,188
847,1554,188
848,1556,188
849,1558,188
850,1560,188
851,1562,188
852,1564,188
853,1568,188
854,1570,188
855,1572,188
856,1574,188
857,1576,188
858,1578,188
859,1582,188
860,1594,188
861,1596,188
862,1598,188
863,1600,188
864,1602,188
865,1610,188
866,1612,188
867,1618,188
868,1620,188
869,8,191
870,9,191
871,13,191
872,18,191
873,40,191
874,41,191
875,58,191
876,61,191
877,62,191
878,63,191
879,72,191
880,73,191
881,78,191
882,121,191
883,183,191
884,220,191
885,269,191
886,276,191
887,294,191
888,296,191
889,297,191
890,302,191
891,321,191
892,323,191
893,324,191
894,356,191
895,360,191
896,382,191
897,407,191
898,408,191
899,414,191
900,418,191
901,419,191
902,420,191
903,426,191
904,427,191
905,449,191
906,463,191
907,497,191
908,498,191
909,499,191
910,500,191
911,519,191
912,532,191
913,533,191
914,534,191
915,542,191
916,554,191
917,555,191
918,564,191
919,581,191
920,628,191
921,631,191
922,636,191
923,639,191
924,667,191
925,680,191
926,689,191
927,690,191
928,691,191
929,700,191
930,711,191
931,724,191
932,738,191
933,740,191
934,747,191
935,751,191
936,752,191
937,764,191
938,765,191
939,778,191
940,853,191
941,946,191
942,947,191
943,948,191
944,957,191
945,963,191
946,983,191
947,984,191
948,1012,191
949,1013,191
950,1014,191
951,1015,191
952,1016,191
953,1021,191
954,1053,191
955,1054,191
956,1055,191
957,1079,191
958,1084,191
959,1097,191
960,1098,191
961,1103,191
962,1106,191
963,1118,191
964,1121,191
965,1132,191
966,1140,191
967,1211,191
968,1214,191
969,1219,191
970,1226,191
971,1227,191
972,1228,191
973,1229,191
974,1230,191
975,1231,191
976,1232,191
977,1253,191
978,1275,191
979,1287,191
980,1289,191
981,1293,191
982,1317,191
983,1325,191
984,1331,191
985,1347,191
986,1359,191
987,1373,191
988,1383,191
989,1423,191
990,1429,191
991,1457,191
992,1489,191
993,1505,191
994,1507,191
995,1513,191
996,12,195
997,60,195
998,73,195
999,83,195
1000,106,195
1001,107,195
1002,131,195
1003,132,195
1004,134,195
1005,135,195
1006,136,195
1007,137,195
1008,142,195
1009,144,195
1010,147,195
1011,151,195
1012,152,195
1013,153,195
1014,219,195
1015,250,195
1016,251,195
1017,329,195
1018,330,195
1019,344,195
1020,350,195
1021,395,195
1022,397,195
1023,509,195
1024,514,195
1025,641,195
1026,678,195
1027,710,195
1028,720,195
1029,721,195
1030,723,195
1031,735,195
1032,736,195
1033,756,195
1034,778,195
1035,782,195
1036,813,195
1037,834,195
1038,861,195
1039,862,195
1040,863,195
1041,864,195
1042,866,195
1043,868,195
1044,871,195
1045,872,195
1046,873,195
1047,909,195
1048,974,195
1049,1073,195
1050,1200,195
1051,1201,195
1052,1209,195
1053,1210,195
1054,1211,195
1055,1234,195
1056,1277,195
1057,1303,195
1058,1389,195
1059,1435,195
1060,1469,195
1061,1535,195
1062,14,197
1063,98,197
1064,186,197
1065,192,197
1066,193,197
1067,270,197
1068,271,197
1069,272,197
1070,300,197
1071,319,197
1072,358,197
1073,370,197
1074,405,197
1075,523,197
1076,527,197
1077,529,197
1078,625,197
1079,799,197
1080,879,197
1081,926,197
1082,1003,197
1083,1004,197
1084,1022,197
1085,1023,197
1086,1027,197
1087,1028,197
1088,1052,197
1089,1062,197
1090,1102,197
1091,1108,197
1092,1149,197
1093,1152,197
1094,1156,197
1095,1159,197
1096,1161,197
1097,1195,197
1098,1198,197
1099,1249,197
1100,1283,197
1101,1299,197
1102,1349,197
1103,1353,197
1104,1357,197
1105,1367,197
1106,1397,197
1107,1429,197
1108,1473,197
1109,1475,197
1110,1479,197
1111,1483,197
1112,1511,197
1113,19,202
1114,21,202
1115,25,202
1116,33,202
1117,45,202
1118,46,202
1119,50,202
1120,51,202
1121,90,202
1122,93,202
1123,101,202
1124,117,202
1125,119,202
1126,122,202
1127,175,202
1128,196,202
1129,212,202
1130,225,202
1131,277,202
1132,303,202
1133,369,202
1134,398,202
1135,415,202
1136,445,202
1137,452,202
1138,485,202
1139,486,202
1140,502,202
1141,520,202
1142,548,202
1143,569,202
1144,574,202
1145,592,202
1146,595,202
1147,604,202
1148,605,202
1149,614,202
1150,615,202
1151,658,202
1152,676,202
1153,677,202
1154,683,202
1155,686,202
1156,705,202
1157,717,202
1158,732,202
1159,737,202
1160,739,202
1161,878,202
1162,891,202
1163,910,202
1164,1151,202
1165,1164,202
1166,1194,202
1167,1216,202
1168,1395,202
1169,1403,202
1170,1411,202
1171,1451,202
1172,40,226
1173,57,226
1174,72,226
1175,195,226
1176,232,226
1177,246,226
1178,247,226
1179,298,226
1180,325,226
1181,407,226
1182,410,226
1183,418,226
1184,503,226
1185,621,226
1186,622,226
1187,623,226
1188,624,226
1189,630,226
1190,635,226
1191,672,226
1192,708,226
1193,753,226
1194,1057,226
1195,1061,226
1196,1065,226
1197,1125,226
1198,42,228
1199,61,228
1200,62,228
1201,70,228
1202,71,228
1203,85,228
1204,168,228
1205,291,228
1206,295,228
1207,297,228
1208,321,228
1209,326,228
1210,386,228
1211,408,228
1212,441,228
1213,532,228
1214,613,228
1215,649,228
1216,662,228
1217,706,228
1218,744,228
1219,810,228
1220,823,228
1221,832,228
1222,858,228
1223,989,228
1224,992,228
1225,997,228
1226,1033,228
1227,1096,228
1228,1143,228
1229,1211,228
1230,1249,228
1231,1339,228
1232,1363,228
1233,1475,228
1234,52,242
1235,174,242
1236,194,242
1237,221,242
1238,257,242
1239,260,242
1240,544,242
1241,571,242
1242,757,242
1243,789,242
1244,924,242
1245,1017,242
1246,1018,242
1247,1019,242
1248,1020,242
1249,1032,242
1250,1062,242
1251,1319,242
1252,1361,242
1253,1519,242
1254,52,249
1255,59,249
1256,67,249
1257,68,249
1258,105,249
1259,129,249
1260,130,249
1261,174,249
1262,185,249
1263,194,249
1264,224,249
1265,333,249
1266,364,249
1267,365,249
1268,368,249
1269,376,249
1270,434,249
1271,471,249
1272,492,249
1273,493,249
1274,561,249
1275,597,249
1276,608,249
1277,616,249
1278,619,249
1279,745,249
1280,789,249
1281,809,249
1282,838,249
1283,876,249
1284,921,249
1285,923,249
1286,924,249
1287,952,249
1288,980,249
1289,981,249
1290,982,249
1291,1008,249
1292,1017,249
1293,1018,249
1294,1019,249
1295,1020,249
1296,1032,249
1297,1070,249
1298,1071,249
1299,1181,249
1300,1293,249
1301,1363,249
1302,1409,249
1303,1433,249
1304,1519,249
1305,66,256
1306,188,256
1307,189,256
1308,200,256
1309,248,256
1310,255,256
1311,425,256
1312,431,256
1313,497,256
1314,498,256
1315,500,256
1316,552,256
1317,577,256
1318,582,256
1319,673,256
1320,684,256
1321,709,256
1322,725,256
1323,728,256
1324,741,256
1325,763,256
1326,796,256
1327,823,256
1328,877,256
1329,890,256
1330,896,256
1331,899,256
1332,901,256
1333,909,256
1334,916,256
1335,917,256
1336,919,256
1337,920,256
1338,930,256
1339,931,256
1340,940,256
1341,942,256
1342,945,256
1343,961,256
1344,966,256
1345,977,256
1346,999,256
1347,1000,256
1348,1002,256
1349,1010,256
1350,1037,256
1351,1067,256
1352,1068,256
1353,1078,256
1354,1113,256
1355,1124,256
1356,1130,256
1357,1131,256
1358,1166,256
1359,1168,256
1360,1179,256
1361,1182,256
1362,1182,256
1363,1183,256
1364,1184,256
1365,1186,256
1366,1186,256
1367,1188,256
1368,1190,256
1369,1193,256
1370,1204,256
1371,1208,256
1372,1221,256
1373,1222,256
1374,1233,256
1375,1235,256
1376,1245,256
1377,1307,256
1378,1311,256
1379,1323,256
1380,1371,256
1381,1405,256
1382,1417,256
1383,1421,256
1384,1465,256
1385,1501,256
1386,1503,256
1387,1517,256
1388,79,270
1389,89,270
1390,95,270
1391,96,270
1392,201,270
1393,249,270
1394,313,270
1395,314,270
1396,338,270
1397,361,270
1398,392,270
1399,406,270
1400,513,270
1401,514,270
1402,530,270
1403,558,270
1404,603,270
1405,609,270
1406,611,270
1407,682,270
1408,718,270
1409,730,270
1410,734,270
1411,754,270
1412,755,270
1413,792,270
1414,794,270
1415,795,270
1416,807,270
1417,817,270
1418,886,270
1419,972,270
1420,1158,270
1421,1199,270
1422,1247,270
1423,1259,270
1424,1337,270
1425,1497,270
1426,1509,270
1427,29,273
1428,30,273
1429,82,273
1430,87,273
1431,88,273
1432,131,273
1433,132,273
1434,143,273
1435,145,273
1436,146,273
1437,173,273
1438,184,273
1439,207,273
1440,239,273
1441,322,273
1442,331,273
1443,374,273
1444,462,273
1445,469,273
1446,477,273
1447,483,273
1448,488,273
1449,494,273
1450,495,273
1451,501,273
1452,523,273
1453,524,273
1454,551,273
1455,565,273
1456,593,273
1457,596,273
1458,638,273
1459,642,273
1460,733,273
1461,748,273
1462,749,273
1463,756,273
1464,771,273
1465,775,273
1466,776,273
1467,782,273
1468,808,273
1469,812,273
1470,814,273
1471,815,273
1472,816,273
1473,818,273
1474,848,273
1475,851,273
1476,861,273
1477,868,273
1478,869,273
1479,870,273
1480,874,273
1481,909,273
1482,925,273
1483,929,273
1484,938,273
1485,941,273
1486,946,273
1487,953,273
1488,969,273
1489,990,273
1490,994,273
1491,995,273
1492,1091,273
1493,1095,273
1494,1099,273
1495,1100,273
1496,1134,273
1497,1135,273
1498,1136,273
1499,1137,273
1500,1138,273
1501,1139,273
1502,1142,273
1503,1143,273
1504,1146,273
1505,1155,273
1506,1165,273
1507,1167,273
1508,1206,273
1509,1220,273
1510,1255,273
1511,1257,273
1512,1293,273
1513,1303,273
1514,1309,273
1515,1315,273
1516,1345,273
1517,1357,273
1518,1363,273
1519,1389,273
1520,1395,273
1521,1435,273
1522,1449,273
1523,1467,273
1524,1469,273
1525,1471,273
1526,1535,273
1527,1537,273
1528,133,335
1529,203,335
1530,293,335
1531,294,335
1532,295,335
1533,325,335
1534,326,335
1535,449,335
1536,497,335
1537,498,335
1538,499,335
1539,500,335
1540,552,335
1541,564,335
1542,627,335
1543,629,335
1544,738,335
1545,752,335
1546,778,335
1547,946,335
1548,1013,335
1549,1014,335
1550,1015,335
1551,1053,335
1552,1054,335
1553,1132,335
1554,1140,335
1555,1219,335
1556,1231,335
1557,1239,335
1558,1383,335
1559,1489,335
1560,1505,335
1561,2,365
1562,4,365
1563,8,365
1564,11,365
1565,16,365
1566,17,365
1567,19,365
1568,24,365
1569,26,365
1570,27,365
1571,28,365
1572,29,365
1573,31,365
1574,32,365
1575,36,365
1576,39,365
1577,41,365
1578,43,365
1579,45,365
1580,46,365
1581,47,365
1582,50,365
1583,51,365
1584,54,365
1585,58,365
1586,61,365
1587,65,365
1588,66,365
1589,69,365
1590,70,365
1591,71,365
1592,74,365
1593,75,365
1594,76,365
1595,77,365
1596,79,365
1597,86,365
1598,87,365
1599,90,365
1600,93,365
1601,98,365
1602,101,365
1603,105,365
1604,112,365
1605,114,365
1606,115,365
1607,117,365
1608,120,365
1609,121,365
1610,122,365
1611,124,365
1612,125,365
1613,127,365
1614,139,365
1615,140,365
1616,145,365
1617,148,365
1618,150,365
1619,154,365
1620,159,365
1621,160,365
1622,166,365
1623,171,365
1624,173,365
1625,175,365
1626,177,365
1627,178,365
1628,181,365
1629,182,365
1630,184,365
1631,186,365
1632,187,365
1633,188,365
1634,189,365
1635,190,365
1636,191,365
1637,195,365
1638,196,365
1639,197,365
1640,198,365
1641,200,365
1642,202,365
1643,204,365
1644,205,365
1645,212,365
1646,213,365
1647,225,365
1648,227,365
1649,228,365
1650,231,365
1651,233,365
1652,244,365
1653,245,365
1654,248,365
1655,249,365
1656,253,365
1657,255,365
1658,265,365
1659,266,365
1660,268,365
1661,272,365
1662,275,365
1663,276,365
1664,278,365
1665,280,365
1666,281,365
1667,282,365
1668,286,365
1669,287,365
1670,288,365
1671,295,365
1672,297,365
1673,298,365
1674,303,365
1675,305,365
1676,306,365
1677,307,365
1678,308,365
1679,309,365
1680,313,365
1681,314,365
1682,317,365
1683,326,365
1684,327,365
1685,331,365
1686,332,365
1687,334,365
1688,335,365
1689,336,365
1690,339,365
1691,340,365
1692,343,365
1693,347,365
1694,351,365
1695,352,365
1696,353,365
1697,354,365
1698,358,365
1699,363,365
1700,364,365
1701,367,365
1702,369,365
1703,371,365
1704,372,365
1705,373,365
1706,374,365
1707,375,365
1708,377,365
1709,378,365
1710,383,365
1711,384,365
1712,385,365
1713,386,365
1714,387,365
1715,392,365
1716,398,365
1717,401,365
1718,402,365
1719,404,365
1720,408,365
1721,409,365
1722,413,365
1723,414,365
1724,415,365
1725,419,365
1726,420,365
1727,423,365
1728,426,365
1729,430,365
1730,431,365
1731,436,365
1732,442,365
1733,443,365
1734,451,365
1735,452,365
1736,455,365
1737,467,365
1738,469,365
1739,471,365
1740,472,365
1741,474,365
1742,475,365
1743,476,365
1744,479,365
1745,480,365
1746,484,365
1747,485,365
1748,486,365
1749,490,365
1750,494,365
1751,496,365
1752,498,365
1753,499,365
1754,501,365
1755,502,365
1756,506,365
1757,507,365
1758,511,365
1759,513,365
1760,515,365
1761,516,365
1762,517,365
1763,519,365
1764,520,365
1765,525,365
1766,526,365
1767,530,365
1768,532,365
1769,535,365
1770,536,365
1771,542,365
1772,548,365
1773,552,365
1774,553,365
1775,565,365
1776,569,365
1777,572,365
1778,573,365
1779,574,365
1780,577,365
1781,581,365
1782,582,365
1783,584,365
1784,585,365
1785,592,365
1786,593,365
1787,594,365
1788,595,365
1789,600,365
1790,601,365
1791,604,365
1792,605,365
1793,612,365
1794,613,365
1795,621,365
1796,622,365
1797,623,365
1798,624,365
1799,626,365
1800,627,365
1801,628,365
1802,629,365
1803,630,365
1804,631,365
1805,632,365
1806,633,365
1807,634,365
1808,635,365
1809,636,365
1810,637,365
1811,639,365
1812,642,365
1813,645,365
1814,647,365
1815,649,365
1816,653,365
1817,662,365
1818,664,365
1819,667,365
1820,668,365
1821,673,365
1822,674,365
1823,678,365
1824,680,365
1825,683,365
1826,684,365
1827,696,365
1828,697,365
1829,698,365
1830,701,365
1831,703,365
1832,704,365
1833,705,365
1834,707,365
1835,709,365
1836,711,365
1837,716,365
1838,717,365
1839,719,365
1840,724,365
1841,726,365
1842,727,365
1843,729,365
1844,731,365
1845,732,365
1846,733,365
1847,737,365
1848,738,365
1849,741,365
1850,742,365
1851,743,365
1852,745,365
1853,746,365
1854,750,365
1855,758,365
1856,763,365
1857,768,365
1858,770,365
1859,771,365
1860,774,365
1861,779,365
1862,781,365
1863,781,365
1864,782,365
1865,783,365
1866,785,365
1867,788,365
1868,790,365
1869,791,365
1870,792,365
1871,793,365
1872,795,365
1873,796,365
1874,800,365
1875,803,365
1876,805,365
1877,808,365
1878,810,365
1879,811,365
1880,816,365
1881,818,365
1882,819,365
1883,822,365
1884,823,365
1885,830,365
1886,833,365
1887,834,365
1888,835,365
1889,836,365
1890,840,365
1891,848,365
1892,849,365
1893,853,365
1894,854,365
1895,855,365
1896,857,365
1897,859,365
1898,860,365
1899,875,365
1900,877,365
1901,878,365
1902,879,365
1903,881,365
1904,882,365
1905,883,365
1906,884,365
1907,885,365
1908,886,365
1909,887,365
1910,888,365
1911,889,365
1912,890,365
1913,891,365
1914,892,365
1915,893,365
1916,894,365
1917,895,365
1918,896,365
1919,898,365
1920,900,365
1921,901,365
1922,902,365
1923,903,365
1924,905,365
1925,906,365
1926,907,365
1927,908,365
1928,910,365
1929,911,365
1930,913,365
1931,914,365
1932,915,365
1933,916,365
1934,917,365
1935,918,365
1936,919,365
1937,920,365
1938,922,365
1939,927,365
1940,930,365
1941,932,365
1942,933,365
1943,934,365
1944,936,365
1945,937,365
1946,938,365
1947,939,365
1948,940,365
1949,942,365
1950,945,365
1951,950,365
1952,951,365
1953,955,365
1954,956,365
1955,960,365
1956,962,365
1957,963,365
1958,965,365
1959,966,365
1960,967,365
1961,968,365
1962,971,365
1963,973,365
1964,977,365
1965,984,365
1966,985,365
1967,987,365
1968,988,365
1969,989,365
1970,990,365
1971,992,365
1972,998,365
1973,999,365
1974,1000,365
1975,1002,365
1976,1006,365
1977,1010,365
1978,1011,365
1979,1012,365
1980,1024,365
1981,1025,365
1982,1027,365
1983,1028,365
1984,1029,365
1985,1030,365
1986,1034,365
1987,1036,365
1988,1037,365
1989,1040,365
1990,1041,365
1991,1043,365
1992,1045,365
1993,1046,365
1994,1047,365
1995,1055,365
1996,1057,365
1997,1058,365
1998,1062,365
1999,1063,365
2000,1064,365
2001,1065,365
2002,1068,365
2003,1069,365
2004,1075,365
2005,1076,365
2006,1077,365
2007,1078,365
2008,1079,365
2009,1080,365
2010,1081,365
2011,1082,365
2012,1083,365
2013,1084,365
2014,1090,365
2015,1091,365
2016,1092,365
2017,1093,365
2018,1094,365
2019,1096,365
2020,1097,365
2021,1100,365
2022,1106,365
2023,1111,365
2024,1112,365
2025,1113,365
2026,1114,365
2027,1116,365
2028,1118,365
2029,1124,365
2030,1125,365
2031,1126,365
2032,1127,365
2033,1128,365
2034,1129,365
2035,1134,365
2036,1137,365
2037,1138,365
2038,1139,365
2039,1140,365
2040,1144,365
2041,1148,365
2042,1151,365
2043,1153,365
2044,1154,365
2045,1155,365
2046,1169,365
2047,1170,365
2048,1171,365
2049,1177,365
2050,1179,365
