_id,body_area_id,chief_complaint_id,is_male,is_female,is_common,_id,name,_id,chief_complaint_id,chief_complaint_name_id,name,reason_code,life_threatening,msp_enabled,primary_complaint,diagnosis_count
98,11,,1,1,,11,Arms,,,,,,,,,
99,11,,1,1,,11,Arms,,,,,,,,,
100,11,,1,1,,11,Arms,,,,,,,,,
101,11,,1,1,,11,Arms,,,,,,,,,
102,11,,1,1,,11,Arms,,,,,,,,,
103,11,,1,1,,11,Arms,,,,,,,,,
104,11,,1,1,,11,Arms,,,,,,,,,
105,11,,1,1,,11,Arms,,,,,,,,,
106,12,,1,1,,12,Hands,,,,,,,,,
107,12,,1,1,,12,Hands,,,,,,,,,
108,12,,1,1,,12,Hands,,,,,,,,,
109,12,,1,1,,12,Hands,,,,,,,,,
110,12,,1,1,,12,Hands,,,,,,,,,
111,12,,1,1,,12,Hands,,,,,,,,,
112,12,,1,1,,12,Hands,,,,,,,,,
113,12,,1,1,,12,Hands,,,,,,,,,
114,12,,1,1,,12,Hands,,,,,,,,,
115,12,,1,1,,12,Hands,,,,,,,,,
116,13,,1,1,,13,Abdomen,,,,,,,,,
117,13,,1,1,,13,Abdomen,,,,,,,,,
118,13,,1,1,,13,Abdomen,,,,,,,,,
119,13,,1,1,,13,Abdomen,,,,,,,,,
120,13,,1,1,,13,Abdomen,,,,,,,,,
121,13,,1,1,,13,Abdomen,,,,,,,,,
122,13,,1,1,,13,Abdomen,,,,,,,,,
123,13,,1,1,,13,Abdomen,,,,,,,,,
124,13,,1,1,,13,Abdomen,,,,,,,,,
125,13,,1,1,,13,Abdomen,,,,,,,,,
126,13,,1,1,,13,Abdomen,,,,,,,,,
127,13,,1,1,,13,Abdomen,,,,,,,,,
128,14,,1,1,,14,Pelvis,,,,,,,,,
129,14,,1,1,,14,Pelvis,,,,,,,,,
130,14,,1,1,,14,Pelvis,,,,,,,,,
131,14,,1,1,,14,Pelvis,,,,,,,,,
132,14,,1,1,,14,Pelvis,,,,,,,,,
133,14,,1,1,,14,Pelvis,,,,,,,,,
134,14,,1,1,,14,Pelvis,,,,,,,,,
135,14,,1,1,,14,Pelvis,,,,,,,,,
136,14,,1,1,,14,Pelvis,,,,,,,,,
137,14,,1,1,,14,Pelvis,,,,,,,,,
138,14,,1,1,,14,Pelvis,,,,,,,,,
139,14,,1,1,,14,Pelvis,,,,,,,,,
140,14,,1,1,,14,Pelvis,,,,,,,,,
141,14,,1,1,,14,Pelvis,,,,,,,,,
142,14,,1,1,,14,Pelvis,,,,,,,,,
143,14,,1,1,,14,Pelvis,,,,,,,,,
144,14,,1,1,,14,Pelvis,,,,,,,,,
145,14,,1,1,,14,Pelvis,,,,,,,,,
146,14,,1,1,,14,Pelvis,,,,,,,,,
147,14,,1,1,,14,Pelvis,,,,,,,,,
148,14,,1,1,,14,Pelvis,,,,,,,,,
149,14,,1,1,,14,Pelvis,,,,,,,,,
150,14,,1,1,,14,Pelvis,,,,,,,,,
151,15,,1,1,,15,Hips,,,,,,,,,
152,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
153,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
154,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
155,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
156,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
157,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
158,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
159,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
160,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
161,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
162,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
163,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
164,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
165,16,,1,1,,16,Buttock/Rectum,,,,,,,,,
166,17,,1,1,,17,Legs,,,,,,,,,
167,17,,1,1,,17,Legs,,,,,,,,,
168,17,,1,1,,17,Legs,,,,,,,,,
169,17,,1,1,,17,Legs,,,,,,,,,
170,17,,1,1,,17,Legs,,,,,,,,,
171,17,,1,1,,17,Legs,,,,,,,,,
172,17,,1,1,,17,Legs,,,,,,,,,
173,17,,1,1,,17,Legs,,,,,,,,,
174,17,,1,1,,17,Legs,,,,,,,,,
175,17,,1,1,,17,Legs,,,,,,,,,
176,17,,1,1,,17,Legs,,,,,,,,,
177,17,,1,1,,17,Legs,,,,,,,,,
178,18,,1,1,,18,Feet,,,,,,,,,
179,18,,1,1,,18,Feet,,,,,,,,,
180,18,,1,1,,18,Feet,,,,,,,,,
181,18,,1,1,,18,Feet,,,,,,,,,
182,18,,1,1,,18,Feet,,,,,,,,,
183,18,,1,1,,18,Feet,,,,,,,,,
184,18,,1,1,,18,Feet,,,,,,,,,
185,18,,1,1,,18,Feet,,,,,,,,,
186,18,,1,1,,18,Feet,,,,,,,,,
187,19,,1,1,,19,Skin,,,,,,,,,
188,19,,1,1,,19,Skin,,,,,,,,,
189,19,,1,1,,19,Skin,,,,,,,,,
190,19,,1,1,,19,Skin,,,,,,,,,
191,19,,1,1,,19,Skin,,,,,,,,,
192,19,,1,1,,19,Skin,,,,,,,,,
193,19,,1,1,,19,Skin,,,,,,,,,
194,19,,1,1,,19,Skin,,,,,,,,,
195,19,,1,1,,19,Skin,,,,,,,,,
196,19,,1,1,,19,Skin,,,,,,,,,
197,19,,1,1,,19,Skin,,,,,,,,,
198,19,,1,1,,19,Skin,,,,,,,,,
199,20,,1,1,,20,Other,,,,,,,,,
200,20,,1,1,,20,Other,,,,,,,,,
201,20,,1,1,,20,Other,,,,,,,,,
202,20,,1,1,,20,Other,,,,,,,,,
203,20,,1,1,,20,Other,,,,,,,,,
204,20,,1,1,,20,Other,,,,,,,,,
205,20,,1,1,,20,Other,,,,,,,,,
206,20,,1,1,,20,Other,,,,,,,,,
207,20,,1,1,,20,Other,,,,,,,,,
208,20,,1,1,,20,Other,,,,,,,,,
209,20,,1,1,,20,Other,,,,,,,,,
210,20,,1,1,,20,Other,,,,,,,,,
211,20,,1,1,,20,Other,,,,,,,,,
212,20,,1,1,,20,Other,,,,,,,,,
213,20,,1,1,,20,Other,,,,,,,,,
214,20,,1,1,,20,Other,,,,,,,,,
215,20,,1,1,,20,Other,,,,,,,,,
216,20,,1,1,,20,Other,,,,,,,,,
217,20,,1,1,,20,Other,,,,,,,,,
218,20,,1,1,,20,Other,,,,,,,,,
219,20,,1,1,,20,Other,,,,,,,,,
220,20,,1,1,,20,Other,,,,,,,,,
221,20,,1,1,,20,Other,,,,,,,,,
222,20,,1,1,,20,Other,,,,,,,,,
223,20,,1,1,,20,Other,,,,,,,,,
224,20,,1,1,,20,Other,,,,,,,,,
225,20,,1,1,,20,Other,,,,,,,,,
226,20,,1,1,,20,Other,,,,,,,,,
227,20,,1,1,,20,Other,,,,,,,,,
228,20,,1,1,,20,Other,,,,,,,,,
229,20,,1,1,,20,Other,,,,,,,,,
230,20,,1,1,,20,Other,,,,,,,,,
231,20,,1,1,,20,Other,,,,,,,,,
232,20,,1,1,,20,Other,,,,,,,,,
233,20,,1,1,,20,Other,,,,,,,,,
234,20,,1,1,,20,Other,,,,,,,,,
235,20,,1,1,,20,Other,,,,,,,,,
236,20,,1,1,,20,Other,,,,,,,,,
237,20,,1,1,,20,Other,,,,,,,,,
238,20,,1,1,,20,Other,,,,,,,,,
239,20,,1,1,,20,Other,,,,,,,,,
240,20,,1,1,,20,Other,,,,,,,,,
255,14,199,0,1,1,14,Pelvis,555,199,329,Amenorrhea (No menstruation),17300,0,0,,19
256,17,177,1,1,1,17,Legs,473,177,260,Ankle pain,,,,,17
257,18,177,1,1,1,18,Feet,473,177,260,Ankle pain,,,,,17
258,1,5,1,1,0,1,Head,10,5,10,Anxiety (Nervousness),11000,0,1,,32
259,11,6,1,1,1,11,Arms,13,6,13,Arm ache or pain,19451,0,1,1,59
260,11,213,1,1,1,11,Arms,589,213,363,Arm swelling,19455,0,0,1,16
261,9,7,1,1,1,9,Lower Back,14,7,14,Back ache or pain,19051,0,1,1,66
262,8,7,1,1,1,8,Back,14,7,14,Back ache or pain,19051,0,1,1,66
263,1,136,1,1,0,1,Head,200,136,208,Behavioral problem,11650,0,0,1,20
271,14,147,1,1,1,14,Pelvis,207,147,221,Blood in urine (Hematuria),16401,0,1,1,16
272,13,9,1,1,0,13,Abdomen,20,9,20,Blood in vomit,15802,0,1,,25
273,16,10,1,1,1,16,Buttock/Rectum,22,10,22,Bloody diarrhea,,,,,21
275,7,11,0,1,1,7,Chest,24,11,24,Pain or soreness of breast,18000,0,0,1,21
276,17,12,1,1,1,17,Legs,25,12,25,Calf pain,,,,,18
277,17,214,1,1,0,17,Legs,590,214,364,Calf swelling,19205,0,0,,19
278,7,13,1,1,1,7,Chest,28,13,28,Chest pressure,10502,1,1,,39
280,7,138,1,1,1,7,Chest,,,,,,,,,
281,2,150,1,1,1,2,Neck,210,150,224,Choking,,,,,6
282,1,15,1,1,1,1,Head,33,15,33,Change in behavior,11650,1,1,1,57
283,16,16,1,1,1,16,Buttock/Rectum,36,16,37,Constipation,15900,0,1,1,27
284,13,16,1,1,1,13,Abdomen,36,16,37,Constipation,15900,0,1,1,27
285,7,17,1,1,1,7,Chest,38,17,39,Cough,14400,0,1,1,36
286,7,154,1,1,1,7,Chest,,,,,,,,,
287,16,18,1,1,0,16,Buttock/Rectum,39,18,40,Dark stools,,,,,15
288,13,18,1,1,0,13,Abdomen,39,18,40,Dark stools,,,,,15
289,1,19,1,1,1,1,Head,41,19,43,Depressed,11100,0,1,1,29
290,16,20,1,1,1,16,Buttock/Rectum,42,20,44,Diarrhea,15950,0,1,1,33
291,13,20,1,1,1,13,Abdomen,42,20,44,Diarrhea,15950,0,1,1,33
292,1,21,1,1,0,1,Head,43,21,45,Dizziness,12250,0,1,1,75
297,11,25,1,1,1,11,Arms,49,25,51,Elbow ache or pain,19501,0,1,1,31
303,1,28,1,1,1,1,Head,52,28,54,Fainting,10300,0,1,1,47
305,12,34,1,1,1,12,Hands,,,,,,,,,
308,16,181,1,1,1,16,Buttock/Rectum,480,181,267,Flatulence (Passing gas),,,,,10
310,18,35,1,1,1,18,Feet,63,35,65,Foot pain,,,,,27
312,14,33,1,1,1,14,Pelvis,61,33,63,Frequent urination (Frequency),16450,0,0,,15
313,14,37,1,1,1,14,Pelvis,66,37,68,Groin pain,10552,0,1,1,45
314,1,186,1,1,0,1,Head,496,186,270,Hair loss (Baldness),,,,,4
315,1,38,1,1,0,1,Head,67,38,69,Delusions or hallucinations,11550,1,1,1,18
316,12,176,1,1,0,12,Hands,472,176,259,Hand numbness (paresthesias),,,,,28
317,12,39,1,1,1,12,Hands,68,39,70,"Hand, finger ache or pain",19601,0,1,1,50
318,1,40,1,1,1,1,Head,69,40,71,Head injury,,,,,20
319,1,41,1,1,1,1,Head,70,41,72,Headache,12100,0,1,1,71
321,1,137,1,1,1,1,Head,,,,,,,,,
322,1,135,1,1,1,1,Head,,,,,,,,,
323,1,151,1,1,1,1,Head,,,,,,,,,
324,1,134,1,1,1,1,Head,,,,,,,,,
326,18,42,1,1,1,18,Feet,72,42,74,Heel pain,,,,,9
327,7,178,1,1,1,7,Chest,474,178,261,Hemoptysis (Coughing blood),,,,,16
328,7,44,1,1,0,7,Chest,,,,,,,,,
329,15,45,1,1,1,15,Hips,76,45,78,Hip pain,,,,,25
343,1,209,0,1,0,1,Head,574,209,348,Hot flashes,,,,,9
346,2,209,0,1,0,2,Neck,574,209,348,Hot flashes,,,,,9
353,17,192,1,1,0,17,Legs,513,192,287,Hot skin,,,,,12
360,14,188,1,0,1,14,Pelvis,498,188,272,Impotence,,,,,17
361,14,49,1,1,1,14,Pelvis,82,49,84,Incontinence (leaking urine),16551,0,1,1,21
362,1,212,0,1,0,1,Head,583,212,357,Increased facial hair,,,,,6
363,14,211,0,1,1,14,Pelvis,581,211,355,Infertility (Female),,,,,13
365,10,50,1,1,0,10,Shoulder,84,50,86,Insect sting,,,,,13
367,11,50,1,1,0,11,Arms,84,50,86,Insect sting,,,,,13
370,15,50,1,1,0,15,Hips,84,50,86,Insect sting,,,,,13
371,17,50,1,1,0,17,Legs,84,50,86,Insect sting,,,,,13
372,7,50,1,1,0,7,Chest,84,50,86,Insect sting,,,,,13
373,9,50,1,1,0,9,Lower Back,84,50,86,Insect sting,,,,,13
375,8,50,1,1,0,8,Back,84,50,86,Insect sting,,,,,13
378,1,51,1,1,0,1,Head,86,51,88,Insomnia (Trouble sleeping),11351,0,1,1,26
379,14,210,0,1,1,14,Pelvis,,,,,,,,,
395,1,139,0,0,0,1,Head,203,139,211,Itchy rash (Pruritic rash),,,,,29
406,1,187,1,1,1,1,Head,497,187,271,Jaw pain,,,,,16
408,11,53,1,1,1,11,Arms,89,53,91,Joint pain,,,,,24
410,17,53,1,1,1,17,Legs,89,53,91,Joint pain,,,,,24
411,18,53,1,1,1,18,Feet,89,53,91,Joint pain,,,,,24
413,9,54,1,1,1,9,Lower Back,90,54,92,Kidney pain (Flank pain),16701,0,1,1,25
414,8,54,1,1,1,8,Back,90,54,92,Kidney pain (Flank pain),16701,0,1,1,25
415,17,55,1,1,1,17,Legs,91,55,93,Knee pain,19251,0,1,,21
430,1,146,1,1,0,1,Head,206,146,220,Learning difficulties,,,,,19
431,17,58,1,1,1,17,Legs,94,58,96,Swelling of both legs,10351,0,0,0,27
434,13,60,1,1,1,13,Abdomen,,,,,,,,,
436,1,164,1,1,0,1,Head,225,164,242,Loss of balance,,,,,24
438,13,2,1,1,1,13,Abdomen,4,2,4,Lower abdominal pain,15452,0,1,1,48
444,11,62,1,1,0,11,Arms,99,62,101,Muscle pain,,,,,21
445,15,62,1,1,0,15,Hips,99,62,101,Muscle pain,,,,,21
446,17,62,1,1,0,17,Legs,99,62,101,Muscle pain,,,,,21
447,9,62,1,1,0,9,Lower Back,99,62,101,Muscle pain,,,,,21
449,8,62,1,1,0,8,Back,99,62,101,Muscle pain,,,,,21
452,10,171,1,1,0,10,Shoulder,466,171,253,Muscle spasm,,,,,16
453,11,171,1,1,0,11,Arms,466,171,253,Muscle spasm,,,,,16
454,15,171,1,1,0,15,Hips,466,171,253,Muscle spasm,,,,,16
455,17,171,1,1,0,17,Legs,466,171,253,Muscle spasm,,,,,16
456,9,171,1,1,0,9,Lower Back,466,171,253,Muscle spasm,,,,,16
458,8,171,1,1,0,8,Back,466,171,253,Muscle spasm,,,,,16
460,2,171,1,1,0,2,Neck,466,171,253,Muscle spasm,,,,,16
461,18,63,1,1,1,18,Feet,101,63,103,Nail Injury,,,,,4
462,12,63,1,1,1,12,Hands,101,63,103,Nail Injury,,,,,4
465,2,67,1,1,1,2,Neck,106,67,108,Neck ache or pain,19001,0,1,1,42
466,2,68,1,1,1,2,Neck,107,68,109,Neck swelling,,,,,13
468,14,72,1,1,1,14,Pelvis,115,72,117,Painful urination,16500,0,1,1,18
483,7,73,1,1,1,7,Chest,116,73,118,Heart pulsations and palpitations,12600,0,0,1,19
485,14,75,1,0,1,14,Pelvis,119,75,121,Penile discharge,17050,0,1,,9
486,14,76,1,0,1,14,Pelvis,120,76,122,Penis pain,17001,0,0,1,6
487,14,78,0,1,1,14,Pelvis,122,78,124,Pregnancy problem,,,,,11
488,1,79,1,1,0,1,Head,123,79,125,Psychiatric problem,,,,,25
501,7,190,1,1,0,7,Chest,509,190,283,Pustule (Collection of pus),,,,,8
509,11,81,1,1,1,11,Arms,125,81,127,Rash,18600,0,1,,62
519,16,82,1,1,1,16,Buttock/Rectum,126,82,128,Rectal pain,16051,0,0,1,18
523,14,85,1,0,1,14,Pelvis,130,85,132,Scrotal pain,17151,0,1,,10
524,14,86,1,0,1,14,Pelvis,131,86,133,Scrotal swelling,,,,,12
525,1,87,1,1,0,1,Head,132,87,134,Seizure,12050,0,0,,40
526,7,88,1,1,1,7,Chest,133,88,135,Shortness of breath,14150,1,1,1,75
527,7,175,1,1,1,7,Chest,,,,,,,,,
528,10,89,1,1,1,10,Shoulder,135,89,138,Shoulder ache or pain,19401,0,1,1,19
529,1,90,1,1,1,1,Head,136,90,139,Sinus pain and pressure,14101,0,0,1,7
531,10,174,1,1,0,10,Shoulder,470,174,257,Skin growths,,,,,13
569,2,93,1,1,1,2,Neck,140,93,143,Sore throat,14551,0,1,1,32
570,1,94,1,1,1,1,Head,141,94,144,Speech problem,,,,,34
571,2,130,1,1,1,2,Neck,,,,,,,,,
572,2,98,1,1,1,2,Neck,147,98,150,Swallowing problem (Dysphagia),,,,,28
574,2,120,1,1,1,2,Neck,179,120,185,Throat pain,14551,0,1,,29
575,18,100,1,1,1,18,Feet,149,100,152,Toe pain,,,,,19
578,16,103,1,1,0,16,Buttock/Rectum,153,103,156,Traveler's diarrhea,,,,,8
580,13,1,1,1,1,13,Abdomen,1,1,1,Upper abdominal pain,15453,0,1,1,44
581,14,148,1,1,1,14,Pelvis,208,148,222,Urinary retention (Inability to urinate),,,,,15
582,14,105,0,1,1,14,Pelvis,155,105,158,Vaginal bleeding,17550,0,0,,18
583,14,106,0,1,1,14,Pelvis,156,106,159,Vaginal bleeding after menopause,,,,,7
584,14,107,0,1,1,14,Pelvis,157,107,160,Vaginal bleeding during pregnancy,,,,,7
585,14,108,0,1,1,14,Pelvis,158,108,161,Vaginal discharge,17600,0,1,,20
586,14,109,0,1,1,14,Pelvis,159,109,162,Vaginal itching,,,,,5
587,14,110,0,1,1,14,Pelvis,160,110,163,Vaginal pain,,,,,11
588,1,111,1,1,0,1,Head,161,111,164,Vertigo (Room spinning),,,,,19
591,13,113,1,1,1,13,Abdomen,165,113,169,Vomiting,15300,0,1,1,59
592,13,156,1,1,0,13,Abdomen,218,156,233,Vomiting coffee ground material,,,,,14
593,7,129,1,1,0,7,Chest,193,129,201,Wheezing (Noisy breathing),14250,0,0,1,12
594,11,118,1,1,1,11,Arms,170,118,175,Wrist pain,,,,,19
596,13,32,1,1,1,13,Abdomen,59,32,61,Flank pain,16701,0,1,,26
597,13,223,1,1,1,13,Abdomen,,,,,,,,,
598,13,10,1,1,0,13,Abdomen,22,10,22,Bloody diarrhea,,,,,21
599,13,218,1,1,0,13,Abdomen,599,218,373,Maroon stools,15801,0,1,,16
600,13,181,1,1,0,13,Abdomen,480,181,267,Flatulence (Passing gas),,,,,10
601,13,37,1,1,0,13,Abdomen,66,37,68,Groin pain,10552,0,1,1,45
602,13,74,0,1,1,13,Abdomen,118,74,120,Pelvic pain,,,,,15
603,13,78,0,1,1,13,Abdomen,122,78,124,Pregnancy problem,,,,,11
604,13,232,1,1,0,13,Abdomen,616,232,390,Steatorrhea (Excess fat in stool),,,,,10
605,13,103,1,1,0,13,Abdomen,153,103,156,Traveler's diarrhea,,,,,8
606,13,224,1,1,1,13,Abdomen,,,,,,,,,
611,11,170,1,1,0,11,Arms,235,170,252,Cyanosis (Blue skin coloration),,,,,27
612,11,206,1,1,0,11,Arms,566,206,340,Darkening of the skin (Hyperpigmentation),,,,,15
613,11,95,1,1,0,11,Arms,144,95,147,Spider bite,,,,,6
614,11,217,1,1,1,11,Arms,595,217,369,Wrist swelling,19605,0,0,,18
616,8,206,1,1,0,8,Back,566,206,340,Darkening of the skin (Hyperpigmentation),,,,,15
618,16,218,1,1,1,16,Buttock/Rectum,599,218,373,Maroon stools,15801,0,1,,16
620,16,232,1,1,0,16,Buttock/Rectum,616,232,390,Steatorrhea (Excess fat in stool),,,,,10
621,7,183,1,1,0,7,Chest,482,183,269,Blister (Pocket of fluid),,,,,16
623,4,23,1,1,1,4,Ear	Nose,47,23,49,Ear pressure,13650,0,1,1,21
624,4,24,1,1,1,4,Ear	Nose,48,24,50,Pain in the ear,13551,0,1,1,39
625,4,216,1,1,1,4,Ear	Nose,594,216,368,Ear swelling,,,,,7
626,4,27,1,1,0,4,Ear	Nose,51,27,53,Facial pain,10460,0,1,,15
627,4,139,1,1,0,4,Ear	Nose,203,139,211,Itchy rash (Pruritic rash),,,,,29
628,4,152,1,1,0,4,Ear	Nose,212,152,226,Painful rash,,,,,8
629,4,84,1,1,1,4,Ear	Nose,,,,,,,,,
630,4,157,1,1,1,4,Ear	Nose,219,157,234,Ringing in ears (Tinnitus),,,,,9
631,4,174,1,1,0,4,Ear	Nose,470,174,257,Skin growths,,,,,13
632,4,193,1,1,0,4,Ear	Nose,515,193,289,Skin swelling,,,,,14
633,4,91,1,1,0,4,Ear	Nose,138,91,141,Skin trauma,,,,,6
634,4,162,1,1,1,4,Ear	Nose,223,162,240,Sneezing,,,,,8
635,4,111,1,1,0,4,Ear	Nose,161,111,164,Vertigo (Room spinning),,,,,19
636,3,112,1,1,1,3,Eyes,163,112,167,Visual problems,13052,0,0,,56
637,3,160,1,1,1,3,Eyes,222,160,237,Eye redness,,,,,18
638,3,200,1,1,1,3,Eyes,556,200,330,Blurry vision,,,,0,9
639,3,22,1,1,1,3,Eyes,45,22,47,Double vision (Diplopia),,,,,18
640,3,198,1,1,1,3,Eyes,528,198,302,Eye floaters,,,,,5
641,3,26,1,1,1,3,Eyes,50,26,52,Eye pain (Irritation),,,,,27
642,3,195,1,1,1,3,Eyes,519,195,293,Eye swelling,,,,,12
643,5,183,1,1,0,5,Face,482,183,269,Blister (Pocket of fluid),,,,,16
644,5,170,1,1,0,5,Face,235,170,252,Cyanosis (Blue skin coloration),,,,,27
645,5,190,1,1,0,5,Face,509,190,283,Pustule (Collection of pus),,,,,8
646,5,27,1,1,1,5,Face,51,27,53,Facial pain,10460,0,1,,15
647,5,46,1,1,0,5,Face,77,46,79,Hives,,,,,8
648,5,212,1,1,1,5,Face,583,212,357,Increased facial hair,,,,,6
649,5,50,1,1,0,5,Face,84,50,86,Insect sting,,,,,13
650,5,139,1,1,0,5,Face,203,139,211,Itchy rash (Pruritic rash),,,,,29
651,5,187,1,1,1,5,Face,497,187,271,Jaw pain,,,,,16
652,5,152,1,1,0,5,Face,212,152,226,Painful rash,,,,,8
653,5,90,1,1,1,5,Face,136,90,139,Sinus pain and pressure,14101,0,0,1,7
654,5,174,1,1,0,5,Face,470,174,257,Skin growths,,,,,13
655,5,193,1,1,0,5,Face,515,193,289,Skin swelling,,,,,14
656,5,91,1,1,0,5,Face,138,91,141,Skin trauma,,,,,6
657,5,95,1,1,0,5,Face,144,95,147,Spider bite,,,,,6
658,3,197,1,1,1,3,Eyes,526,197,300,Visual flashing lights,,,,,8
659,22,163,1,1,1,22,Mouth,224,163,241,Bleeding gums,,,,,13
660,22,101,1,1,1,22,Mouth,150,101,153,Tooth pain,,,,,8
661,22,172,1,1,0,22,Mouth,468,172,255,Drooling,,,,,22
662,22,202,1,1,1,22,Mouth,558,202,332,Painful gums,,,,,11
663,22,203,1,1,1,22,Mouth,560,203,334,Swollen gums,,,,,11
